ID_Registro,Fecha,Demanda_MWh,Semana,Mes,Dia_Semana,Es_Feriado,Temperatura_Estimada_C,Ciclo_Simulacion
67,2000-03-07,1549.5579614370358,10,3,Tuesday,0,28.8,Ciclo_1
68,2000-03-08,1552.720845375037,10,3,Wednesday,0,37.4,Ciclo_1
69,2000-03-09,1555.7332211900255,10,3,Thursday,0,22.4,Ciclo_1
70,2000-03-10,1591.0760698408287,10,3,Friday,0,15.2,Ciclo_1
71,2000-03-11,1461.2406801955337,10,3,Saturday,0,35.5,Ciclo_1
72,2000-03-12,1420.6256205298134,10,3,Sunday,0,26.5,Ciclo_1
73,2000-03-13,1578.822937943856,11,3,Monday,0,31.3,Ciclo_1
74,2000-03-14,1545.6912306884806,11,3,Tuesday,0,14.4,Ciclo_1
75,2000-03-15,1584.6219273893169,11,3,Wednesday,0,27.4,Ciclo_1
76,2000-03-16,1578.61488259734,11,3,Thursday,0,27.8,Ciclo_1
77,2000-03-17,1558.0196166469573,11,3,Friday,0,26.9,Ciclo_1
78,2000-03-18,1462.69264091165,11,3,Saturday,0,19.3,Ciclo_1
79,2000-03-19,1497.5020710676586,11,3,Sunday,0,28.8,Ciclo_1
80,2000-03-20,1546.70273380931,12,3,Monday,0,30.3,Ciclo_1
81,2000-03-21,1551.49686019819,12,3,Tuesday,0,31.3,Ciclo_1
82,2000-03-22,1598.714357083684,12,3,Wednesday,0,18.4,Ciclo_1
83,2000-03-23,1594.393888611341,12,3,Thursday,0,28.3,Ciclo_1
84,2000-03-24,1591.266418349343,12,3,Friday,0,40.2,Ciclo_1
85,2000-03-25,1450.7737255819545,12,3,Saturday,0,19.0,Ciclo_1
86,2000-03-26,1436.517507636074,12,3,Sunday,0,18.5,Ciclo_1
87,2000-03-27,1571.3639324357653,13,3,Monday,0,27.7,Ciclo_1
88,2000-03-28,1579.194781541886,13,3,Tuesday,0,31.6,Ciclo_1
89,2000-03-29,1573.3581650656733,13,3,Wednesday,0,36.6,Ciclo_1
90,2000-03-30,1567.2116789244367,13,3,Thursday,0,46.8,Ciclo_1
91,2000-03-31,1586.9193896199977,13,3,Friday,0,18.1,Ciclo_1
92,2000-04-01,1432.5024821192549,13,4,Saturday,0,28.9,Ciclo_1
93,2000-04-02,1451.258450272243,13,4,Sunday,0,30.7,Ciclo_1
94,2000-04-03,1583.5440236259803,14,4,Monday,0,24.4,Ciclo_1
95,2000-04-04,1554.3277409236648,14,4,Tuesday,0,12.9,Ciclo_1
96,2000-04-05,1563.187799988617,14,4,Wednesday,0,31.9,Ciclo_1
97,2000-04-06,1577.8092214682765,14,4,Thursday,0,15.0,Ciclo_1
98,2000-04-07,1576.9039593754544,14,4,Friday,0,28.1,Ciclo_1
99,2000-04-08,1436.6414555020842,14,4,Saturday,0,26.2,Ciclo_1
100,2000-04-09,1457.4934706034874,14,4,Sunday,0,15.9,Ciclo_1
101,2000-04-10,1580.9898122442785,15,4,Monday,0,29.5,Ciclo_1
102,2000-04-11,1597.043274247302,15,4,Tuesday,0,33.4,Ciclo_1
103,2000-04-12,1542.5770405549831,15,4,Wednesday,0,17.5,Ciclo_1
104,2000-04-13,1584.4692059115544,15,4,Thursday,0,29.1,Ciclo_1
105,2000-04-14,1584.4692059115544,15,4,Friday,0,55.8,Ciclo_1
106,2000-04-15,1468.841340407638,15,4,Saturday,0,34.1,Ciclo_1
107,2000-04-16,1477.3207024555584,15,4,Sunday,0,30.2,Ciclo_1
108,2000-04-17,1566.091721420847,16,4,Monday,0,31.1,Ciclo_1
109,2000-04-18,1555.9656234387944,16,4,Tuesday,0,23.1,Ciclo_1
110,2000-04-19,1562.3268049907986,16,4,Wednesday,0,25.7,Ciclo_1
111,2000-04-20,1624.3029513504628,16,4,Thursday,0,10.1,Ciclo_1
112,2000-04-21,1588.2606825986056,16,4,Friday,0,12.1,Ciclo_1
113,2000-04-22,1445.7604770728065,16,4,Saturday,0,33.7,Ciclo_1
114,2000-04-23,1457.6284852432477,16,4,Sunday,0,16.4,Ciclo_1
115,2000-04-24,1557.238302420145,17,4,Monday,0,30.4,Ciclo_1
116,2000-04-25,1556.904085852869,17,4,Tuesday,0,26.7,Ciclo_1
117,2000-04-26,1574.0797187142296,17,4,Wednesday,0,19.8,Ciclo_1
118,2000-04-27,1620.5225414371625,17,4,Thursday,0,30.1,Ciclo_1
119,2000-04-28,1528.2477819023472,17,4,Friday,0,26.5,Ciclo_1
120,2000-04-29,1441.5573164022237,17,4,Saturday,0,31.8,Ciclo_1
121,2000-04-30,1346.146233186408,17,4,Sunday,0,24.1,Ciclo_1
122,2000-05-01,1472.252120077657,18,5,Monday,0,31.9,Ciclo_1
123,2000-05-02,1434.5077815229138,18,5,Tuesday,0,22.3,Ciclo_1
124,2000-05-03,1450.5634568806875,18,5,Wednesday,0,19.8,Ciclo_1
125,2000-05-04,1500.151456703619,18,5,Thursday,0,28.2,Ciclo_1
126,2000-05-05,1433.166488544308,18,5,Friday,0,32.3,Ciclo_1
127,2000-05-06,1410.6588840897737,18,5,Saturday,0,33.3,Ciclo_1
128,2000-05-07,1330.057357507383,18,5,Sunday,0,21.1,Ciclo_1
129,2000-05-08,1489.1156699192443,19,5,Monday,0,19.3,Ciclo_1
130,2000-05-09,1470.89754697055,19,5,Tuesday,0,31.2,Ciclo_1
131,2000-05-10,1440.559093409894,19,5,Wednesday,0,24.5,Ciclo_1
132,2000-05-11,1389.333211071833,19,5,Thursday,0,16.8,Ciclo_1
133,2000-05-12,1455.4837444903276,19,5,Friday,0,15.0,Ciclo_1
134,2000-05-13,1399.8178725234145,19,5,Saturday,0,13.6,Ciclo_1
135,2000-05-14,1353.948308680777,19,5,Sunday,0,26.0,Ciclo_1
136,2000-05-15,1492.9757606035491,20,5,Monday,0,13.5,Ciclo_1
137,2000-05-16,1486.8204210433119,20,5,Tuesday,0,25.1,Ciclo_1
138,2000-05-17,1439.3506017162988,20,5,Wednesday,0,28.7,Ciclo_1
139,2000-05-18,1465.4814678968705,20,5,Thursday,0,20.2,Ciclo_1
140,2000-05-19,1462.6196002048928,20,5,Friday,0,21.9,Ciclo_1
141,2000-05-20,1366.1992272229977,20,5,Saturday,0,30.3,Ciclo_1
142,2000-05-21,1398.7908759193328,20,5,Sunday,0,15.1,Ciclo_1
143,2000-05-22,1508.285535410514,21,5,Monday,0,9.4,Ciclo_1
144,2000-05-23,1457.7148060785041,21,5,Tuesday,0,29.7,Ciclo_1
145,2000-05-24,1467.2942054372645,21,5,Wednesday,0,20.0,Ciclo_1
146,2000-05-25,1456.4686873541557,21,5,Thursday,0,21.1,Ciclo_1
147,2000-05-26,1448.0291656917373,21,5,Friday,0,31.8,Ciclo_1
148,2000-05-27,1371.588746039675,21,5,Saturday,0,19.5,Ciclo_1
149,2000-05-28,1383.5984089141282,21,5,Sunday,0,27.5,Ciclo_1
150,2000-05-29,1479.0670393534479,22,5,Monday,0,30.0,Ciclo_1
151,2000-05-30,1442.7259677103152,22,5,Tuesday,1,20.5,Ciclo_1
152,2000-05-31,1477.6150786373323,22,5,Wednesday,0,29.9,Ciclo_1
153,2000-06-01,1460.6120874464839,22,6,Thursday,0,25.9,Ciclo_1
154,2000-06-02,1489.3547122322632,22,6,Friday,0,20.3,Ciclo_1
155,2000-06-03,1375.7963334197595,22,6,Saturday,0,23.4,Ciclo_1
156,2000-06-04,1358.8685962904174,22,6,Sunday,0,33.8,Ciclo_1
157,2000-06-05,1479.343708697219,23,6,Monday,0,31.5,Ciclo_1
158,2000-06-06,1489.9700248528125,23,6,Tuesday,0,25.2,Ciclo_1
159,2000-06-07,1476.169757985468,23,6,Wednesday,0,22.5,Ciclo_1
160,2000-06-08,1468.2503746893397,23,6,Thursday,0,24.0,Ciclo_1
161,2000-06-09,1463.2216326969408,23,6,Friday,0,29.8,Ciclo_1
162,2000-06-10,1345.5774010156138,23,6,Saturday,0,41.7,Ciclo_1
163,2000-06-11,1341.4207207947838,23,6,Sunday,0,15.3,Ciclo_1
164,2000-06-12,1486.7075399510534,24,6,Monday,0,31.3,Ciclo_1
165,2000-06-13,1474.8882255851165,24,6,Tuesday,0,30.0,Ciclo_1
166,2000-06-14,1460.80464930975,24,6,Wednesday,0,17.8,Ciclo_1
167,2000-06-15,1462.752401489904,24,6,Thursday,0,19.6,Ciclo_1
168,2000-06-16,1482.657100758232,24,6,Friday,0,23.8,Ciclo_1
169,2000-06-17,1345.4158261188513,24,6,Saturday,0,22.4,Ciclo_1
170,2000-06-18,1372.8260113450237,24,6,Sunday,0,20.5,Ciclo_1
171,2000-06-19,1442.8764758333284,25,6,Monday,0,26.9,Ciclo_1
172,2000-06-20,1466.4973977272016,25,6,Tuesday,0,20.9,Ciclo_1
173,2000-06-21,1450.6497777159443,25,6,Wednesday,0,26.9,Ciclo_1
174,2000-06-22,1429.023088451979,25,6,Thursday,0,13.7,Ciclo_1
175,2000-06-23,1445.17393806401,25,6,Friday,0,23.3,Ciclo_1
176,2000-06-24,1370.5683894998454,25,6,Saturday,0,36.8,Ciclo_1
177,2000-06-25,1382.671013273805,25,6,Sunday,0,23.7,Ciclo_1
178,2000-06-26,1460.6541411867374,26,6,Monday,0,17.0,Ciclo_1
179,2000-06-27,1460.6652079604896,26,6,Tuesday,0,22.7,Ciclo_1
180,2000-06-28,1468.2171743680867,26,6,Wednesday,0,18.4,Ciclo_1
181,2000-06-29,1472.5686298069322,26,6,Thursday,0,37.3,Ciclo_1
182,2000-06-30,1458.6665486210807,26,6,Friday,0,28.2,Ciclo_1
183,2001-01-01,1842.8805863492926,1,1,Monday,1,21.8,Ciclo_1
184,2001-01-02,1832.566353213475,1,1,Tuesday,0,25.1,Ciclo_1
185,2001-01-03,1829.7686728092535,1,1,Wednesday,0,18.8,Ciclo_1
186,2001-01-04,1828.148497132125,1,1,Thursday,0,29.0,Ciclo_1
187,2001-01-05,1859.724215998127,1,1,Friday,0,32.7,Ciclo_1
188,2001-01-06,1714.1319538863354,1,1,Saturday,0,18.9,Ciclo_1
189,2001-01-07,1685.7810928913375,1,1,Sunday,0,26.5,Ciclo_1
190,2001-01-08,1876.0742675376737,2,1,Monday,0,18.5,Ciclo_1
191,2001-01-09,1809.0206853811071,2,1,Tuesday,0,20.2,Ciclo_1
192,2001-01-10,1780.5967836793548,2,1,Wednesday,0,20.8,Ciclo_1
193,2001-01-11,1810.80464930975,2,1,Thursday,0,26.2,Ciclo_1
194,2001-01-12,1835.1714717544314,2,1,Friday,0,40.0,Ciclo_1
195,2001-01-13,1687.5097229512248,2,1,Saturday,0,20.4,Ciclo_1
196,2001-01-14,1646.5892203299793,2,1,Sunday,0,28.9,Ciclo_1
197,2001-01-15,1798.3855158065148,3,1,Monday,0,39.7,Ciclo_1
198,2001-01-16,1853.710531141901,3,1,Tuesday,0,21.2,Ciclo_1
199,2001-01-17,1789.689244993076,3,1,Wednesday,0,35.8,Ciclo_1
200,2001-01-18,1825.0719340293813,3,1,Thursday,0,34.9,Ciclo_1
201,2001-01-19,1792.3164970815342,3,1,Friday,0,20.2,Ciclo_1
202,2001-01-20,1666.5890938525663,3,1,Saturday,0,25.4,Ciclo_1
203,2001-01-21,1656.5116896750164,3,1,Sunday,0,30.0,Ciclo_1
204,2001-01-22,1803.9764499054581,4,1,Monday,0,23.9,Ciclo_1
205,2001-01-23,1830.268890982793,4,1,Tuesday,0,29.1,Ciclo_1
206,2001-01-24,1843.35645762058,4,1,Wednesday,0,16.0,Ciclo_1
207,2001-01-25,1793.6511499958895,4,1,Thursday,0,35.2,Ciclo_1
208,2001-01-26,1834.961203053165,4,1,Friday,0,19.0,Ciclo_1
209,2001-01-27,1700.8075582902788,4,1,Saturday,0,25.9,Ciclo_1
210,2001-01-28,1692.5760919743761,4,1,Sunday,0,25.5,Ciclo_1
211,2001-01-29,1873.216826555198,5,1,Monday,0,39.0,Ciclo_1
212,2001-01-30,1822.0949718903944,5,1,Tuesday,0,32.8,Ciclo_1
213,2001-01-31,1841.891216775965,5,1,Wednesday,0,35.9,Ciclo_1
214,2001-02-01,1806.249565233888,5,2,Thursday,0,30.5,Ciclo_1
215,2001-02-02,1851.0323718941895,5,2,Friday,0,10.9,Ciclo_1
216,2001-02-03,1640.2833726467297,5,2,Saturday,0,8.7,Ciclo_1
217,2001-02-04,1660.5112217085832,5,2,Sunday,0,30.7,Ciclo_1
218,2001-02-05,1860.859666984969,6,2,Monday,0,25.6,Ciclo_1
219,2001-02-06,1863.6529206796895,6,2,Tuesday,0,14.0,Ciclo_1
220,2001-02-07,1789.903940403843,6,2,Wednesday,0,24.6,Ciclo_1
221,2001-02-08,1836.1077208137558,6,2,Thursday,0,24.7,Ciclo_1
222,2001-02-09,1781.8473291132032,6,2,Friday,0,24.3,Ciclo_1
223,2001-02-10,1637.6007866895168,6,2,Saturday,0,30.4,Ciclo_1
224,2001-02-11,1674.588157919699,6,2,Sunday,0,17.5,Ciclo_1
225,2001-02-12,1816.2317951571783,7,2,Monday,0,16.5,Ciclo_1
226,2001-02-13,1826.218451789971,7,2,Tuesday,0,32.6,Ciclo_1
227,2001-02-14,1805.7891874458514,7,2,Wednesday,0,29.0,Ciclo_1
228,2001-02-15,1815.8688049781508,7,2,Thursday,0,18.7,Ciclo_1
229,2001-02-16,1825.2379356356441,7,2,Friday,0,16.7,Ciclo_1
230,2001-02-17,1654.220867508585,7,2,Saturday,0,15.4,Ciclo_1
231,2001-02-18,1709.9597801822536,7,2,Sunday,0,25.3,Ciclo_1
232,2001-02-19,1812.1193820313542,8,2,Monday,0,26.7,Ciclo_1
233,2001-02-20,1825.120627833884,8,2,Tuesday,0,23.2,Ciclo_1
234,2001-02-21,1841.2006500939096,8,2,Wednesday,0,31.1,Ciclo_1
235,2001-02-22,1815.8643782686522,8,2,Thursday,0,20.4,Ciclo_1
236,2001-02-23,1821.5172863005987,8,2,Friday,0,6.6,Ciclo_1
237,2001-02-24,1632.9372482308975,8,2,Saturday,0,35.9,Ciclo_1
238,2001-02-25,1702.883685045943,8,2,Sunday,0,23.0,Ciclo_1
239,2001-02-26,1840.3684287078427,9,2,Monday,0,27.5,Ciclo_1
240,2001-02-27,1895.7532046214847,9,2,Tuesday,0,34.0,Ciclo_1
241,2001-02-28,1824.7753444928576,9,2,Wednesday,0,17.4,Ciclo_1
242,2001-03-01,1792.0508945115128,9,3,Thursday,0,26.6,Ciclo_1
243,2001-03-02,1556.3286136178233,9,3,Friday,0,13.6,Ciclo_1
244,2001-03-03,1441.8937463242505,9,3,Saturday,0,16.3,Ciclo_1
245,2001-03-04,1493.5468061290958,9,3,Sunday,0,32.1,Ciclo_1
246,2001-03-05,1572.893360568137,10,3,Monday,0,36.8,Ciclo_1
247,2001-03-06,1574.7835655247864,10,3,Tuesday,0,18.1,Ciclo_1
248,2001-03-07,1606.7820351480732,10,3,Wednesday,0,29.3,Ciclo_1
249,2001-03-08,1550.1135134793308,10,3,Thursday,0,23.5,Ciclo_1
250,2001-03-09,1553.6902947556136,10,3,Friday,0,13.9,Ciclo_1
251,2001-03-10,1476.7053898350105,10,3,Saturday,0,40.3,Ciclo_1
252,2001-03-11,1425.2493186029308,10,3,Sunday,0,29.5,Ciclo_1
253,2001-03-12,1558.670342943508,11,3,Monday,0,21.1,Ciclo_1
254,2001-03-13,1559.958515408111,11,3,Tuesday,0,18.1,Ciclo_1
255,2001-03-14,1574.1439060019857,11,3,Wednesday,0,18.4,Ciclo_1
256,2001-03-15,1579.057553547376,11,3,Thursday,0,24.6,Ciclo_1
257,2001-03-16,1567.782724449981,11,3,Friday,0,17.7,Ciclo_1
258,2001-03-17,1443.4386679398729,11,3,Saturday,0,31.0,Ciclo_1
259,2001-03-18,1467.2919920825138,11,3,Sunday,0,17.2,Ciclo_1
260,2001-03-19,1575.268290215075,12,3,Monday,0,31.0,Ciclo_1
261,2001-03-20,1536.1206847487217,12,3,Tuesday,0,29.3,Ciclo_1
262,2001-03-21,1558.4047403734876,12,3,Wednesday,0,29.6,Ciclo_1
263,2001-03-22,1556.1758921400608,12,3,Thursday,0,10.6,Ciclo_1
264,2001-03-23,1537.048080389045,12,3,Friday,0,25.4,Ciclo_1
265,2001-03-24,1461.9533804250905,12,3,Saturday,0,17.8,Ciclo_1
266,2001-03-25,1470.3397815735054,12,3,Sunday,0,11.7,Ciclo_1
267,2001-03-26,1571.6074014582844,13,3,Monday,0,15.3,Ciclo_1
268,2001-03-27,1558.643782686507,13,3,Tuesday,0,25.4,Ciclo_1
269,2001-03-28,1554.02672467764,13,3,Wednesday,0,21.9,Ciclo_1
270,2001-03-29,1595.3434177991664,13,3,Thursday,0,20.4,Ciclo_1
271,2001-03-30,1591.567434595367,13,3,Friday,0,16.0,Ciclo_1
272,2001-03-31,1467.931651605315,13,3,Saturday,0,36.5,Ciclo_1
273,2001-04-01,1401.5000221335474,13,4,Sunday,0,18.6,Ciclo_1
274,2001-04-02,1585.843699211412,14,4,Monday,0,23.4,Ciclo_1
275,2001-04-03,1581.2841884260522,14,4,Tuesday,0,20.2,Ciclo_1
276,2001-04-04,1574.9871941618026,14,4,Wednesday,0,23.8,Ciclo_1
277,2001-04-05,1598.9179857207007,14,4,Thursday,0,27.0,Ciclo_1
278,2001-04-06,1580.5427145847432,14,4,Friday,0,21.7,Ciclo_1
279,2001-04-07,1445.41298037703,14,4,Saturday,0,21.5,Ciclo_1
280,2001-04-08,1464.936982628327,14,4,Sunday,0,21.6,Ciclo_1
281,2001-04-09,1579.48473101416,15,4,Monday,0,41.6,Ciclo_1
282,2001-04-10,1592.35096217693,15,4,Tuesday,0,22.4,Ciclo_1
283,2001-04-11,1599.657246207259,15,4,Wednesday,0,21.7,Ciclo_1
284,2001-04-12,1527.9600457848244,15,4,Thursday,0,16.9,Ciclo_1
285,2001-04-13,1531.6629882818675,15,4,Friday,0,22.2,Ciclo_1
286,2001-04-14,1456.6125554129171,15,4,Saturday,0,38.4,Ciclo_1
287,2001-04-15,1463.4407548172094,15,4,Sunday,0,23.2,Ciclo_1
288,2001-04-16,1591.427993246106,16,4,Monday,0,7.3,Ciclo_1
289,2001-04-17,1578.2850927395646,16,4,Tuesday,0,31.2,Ciclo_1
290,2001-04-18,1540.3437656120566,16,4,Wednesday,0,34.2,Ciclo_1
291,2001-04-19,1580.5626347774944,16,4,Thursday,0,21.7,Ciclo_1
292,2001-04-20,1587.0765378072615,16,4,Friday,0,43.2,Ciclo_1
293,2001-04-21,1460.2313904294538,16,4,Saturday,0,27.0,Ciclo_1
294,2001-04-22,1446.037146416578,16,4,Sunday,0,18.2,Ciclo_1
295,2001-04-23,1591.4479134388573,17,4,Monday,0,18.2,Ciclo_1
296,2001-04-24,1574.655190949276,17,4,Tuesday,0,21.2,Ciclo_1
297,2001-04-25,1583.6723982014914,17,4,Wednesday,0,27.7,Ciclo_1
298,2001-04-26,1596.0339844812208,17,4,Thursday,0,20.9,Ciclo_1
299,2001-04-27,1567.096584477426,17,4,Friday,0,17.2,Ciclo_1
300,2001-04-28,1446.3713629838549,17,4,Saturday,0,28.0,Ciclo_1
301,2001-04-29,1472.960393597714,17,4,Sunday,0,17.6,Ciclo_1
302,2001-04-30,1592.3177618556767,18,4,Monday,0,35.8,Ciclo_1
303,2001-05-01,1470.224687126496,18,5,Tuesday,0,40.0,Ciclo_1
304,2001-05-02,1443.947739532413,18,5,Wednesday,0,15.0,Ciclo_1
305,2001-05-03,1421.7057376479,18,5,Thursday,0,37.0,Ciclo_1
306,2001-05-04,1475.5588720744192,18,5,Friday,0,24.6,Ciclo_1
307,2001-05-05,1369.884462882041,18,5,Saturday,0,16.0,Ciclo_1
308,2001-05-06,1417.821300061341,18,5,Sunday,0,26.0,Ciclo_1
309,2001-05-07,1463.4960886859628,19,5,Monday,0,30.8,Ciclo_1
310,2001-05-08,1471.7209149376156,19,5,Tuesday,0,26.8,Ciclo_1
311,2001-05-09,1443.578109289134,19,5,Wednesday,0,28.8,Ciclo_1
312,2001-05-10,1502.730014987574,19,5,Thursday,0,35.8,Ciclo_1
313,2001-05-11,1496.3378464690663,19,5,Friday,0,20.9,Ciclo_1
314,2001-05-12,1341.783710973813,19,5,Saturday,0,24.0,Ciclo_1
315,2001-05-13,1364.9199081773972,19,5,Sunday,0,33.8,Ciclo_1
316,2001-05-14,1423.6136494425505,20,5,Monday,0,37.2,Ciclo_1
317,2001-05-15,1457.5775780839936,20,5,Tuesday,0,21.6,Ciclo_1
318,2001-05-16,1438.673315162744,20,5,Wednesday,0,11.8,Ciclo_1
319,2001-05-17,1479.295014892715,20,5,Thursday,0,25.6,Ciclo_1
320,2001-05-18,1432.5224023120065,20,5,Friday,0,14.6,Ciclo_1
321,2001-05-19,1356.2546243304603,20,5,Saturday,0,38.4,Ciclo_1
322,2001-05-20,1357.9412006500934,20,5,Sunday,0,13.0,Ciclo_1
323,2001-05-21,1455.6364659680896,21,5,Monday,0,22.8,Ciclo_1
324,2001-05-22,1401.3827143317885,21,5,Tuesday,0,24.6,Ciclo_1
325,2001-05-23,1455.9640424711154,21,5,Wednesday,0,30.6,Ciclo_1
326,2001-05-24,1501.9996079200155,21,5,Thursday,0,34.0,Ciclo_1
327,2001-05-25,1455.1229676660494,21,5,Friday,0,16.1,Ciclo_1
328,2001-05-26,1420.6455407225653,21,5,Saturday,0,25.5,Ciclo_1
329,2001-05-27,1363.994725891824,21,5,Sunday,0,24.8,Ciclo_1
330,2001-05-28,1465.459334349368,22,5,Monday,0,23.8,Ciclo_1
331,2001-05-29,1448.3766623875138,22,5,Tuesday,0,20.6,Ciclo_1
332,2001-05-30,1460.3486982312136,22,5,Wednesday,0,20.7,Ciclo_1
333,2001-05-31,1445.2978859300192,22,5,Thursday,1,25.9,Ciclo_1
334,2001-06-01,1455.4306239763227,22,6,Friday,0,37.0,Ciclo_1
335,2001-06-02,1305.011035154397,22,6,Saturday,0,33.7,Ciclo_1
336,2001-06-03,1391.2676831234864,22,6,Sunday,0,8.4,Ciclo_1
337,2001-06-04,1453.4895118604195,23,6,Monday,0,22.0,Ciclo_1
338,2001-06-05,1429.9217104805496,23,6,Tuesday,0,18.8,Ciclo_1
339,2001-06-06,1436.4931607338224,23,6,Wednesday,0,39.0,Ciclo_1
340,2001-06-07,1481.785038986663,23,6,Thursday,0,35.2,Ciclo_1
