ID_Registro,Fecha,Generacion_MW,Eficiencia_Pct,Estado_Operacional,Es_Falla,Restriccion_Gas,Tipo_Combustible,Costo_Combustible_USD,Ciclo_Simulacion
42,2000-02-11,629.98,84.0,NORMAL,0,0,Gas_Natural,370830.55,CC2_Ciclo_1
43,2000-02-12,627.02,83.6,NORMAL,0,0,Gas_Natural,232135.14,CC2_Ciclo_1
44,2000-02-13,531.06,70.81,NORMAL,0,0,Gas_Natural,288971.49,CC2_Ciclo_1
45,2000-02-14,652.95,87.06,NORMAL,0,0,Gas_Natural,238049.48,CC2_Ciclo_1
46,2000-02-15,536.31,71.51,NORMAL,0,0,Gas_Natural,278081.03,CC2_Ciclo_1
47,2000-02-16,547.93,73.06,NORMAL,0,0,Gas_Natural,252002.66,CC2_Ciclo_1
48,2000-02-17,469.86,62.65,NORMAL,0,0,Gas_Natural,190948.39,CC2_Ciclo_1
49,2000-02-18,569.1,75.88,FALLA,1,0,Gas_Natural,270931.16,CC2_Ciclo_1
50,2000-02-19,593.97,79.2,NORMAL,0,0,Gas_Natural,261721.3,CC2_Ciclo_1
51,2000-02-20,485.68,64.76,NORMAL,0,0,Gas_Natural,247754.25,CC2_Ciclo_1
52,2000-02-21,710.84,94.78,NORMAL,0,0,Gas_Natural,393593.72,CC2_Ciclo_1
53,2000-02-22,583.63,77.82,NORMAL,0,0,Gas_Natural,315463.16,CC2_Ciclo_1
54,2000-02-23,556.86,74.25,NORMAL,0,0,Gas_Natural,216753.51,CC2_Ciclo_1
55,2000-02-24,594.04,79.2,NORMAL,0,0,Gas_Natural,228809.57,CC2_Ciclo_1
56,2000-02-25,563.62,75.15,NORMAL,0,0,Gas_Natural,275284.86,CC2_Ciclo_1
57,2000-02-26,558.92,74.52,NORMAL,0,0,Gas_Natural,241280.74,CC2_Ciclo_1
58,2000-02-27,468.1,62.41,NORMAL,0,0,Gas_Natural,187952.43,CC2_Ciclo_1
59,2000-02-28,559.49,74.6,NORMAL,0,0,Gas_Natural,238514.61,CC2_Ciclo_1
60,2000-02-29,742.64,99.02,NORMAL,0,0,Gas_Natural,305204.84,CC2_Ciclo_1
61,2000-03-01,659.5,87.93,NORMAL,0,0,Gas_Natural,346040.5,CC2_Ciclo_1
62,2000-03-02,726.41,96.85,NORMAL,0,0,Gas_Natural,387500.61,CC2_Ciclo_1
63,2000-03-03,690.37,92.05,NORMAL,0,0,Gas_Natural,337824.65,CC2_Ciclo_1
64,2000-03-04,595.82,79.44,NORMAL,0,0,Gas_Natural,309691.47,CC2_Ciclo_1
65,2000-03-05,520.73,69.43,NORMAL,0,0,Gas_Natural,192651.62,CC2_Ciclo_1
66,2000-03-06,679.14,90.55,NORMAL,0,0,Gas_Natural,302096.4,CC2_Ciclo_1
67,2000-03-07,568.21,75.76,NORMAL,0,0,Gas_Natural,249884.1,CC2_Ciclo_1
68,2000-03-08,510.08,68.01,NORMAL,0,0,Gas_Natural,195110.69,CC2_Ciclo_1
69,2000-03-09,558.24,74.43,NORMAL,0,0,Gas_Natural,253622.69,CC2_Ciclo_1
70,2000-03-10,508.6,67.81,NORMAL,0,0,Gas_Natural,228786.92,CC2_Ciclo_1
71,2000-03-11,674.23,89.9,NORMAL,0,0,Gas_Natural,378849.12,CC2_Ciclo_1
72,2000-03-12,674.09,89.88,NORMAL,0,0,Gas_Natural,322195.07,CC2_Ciclo_1
73,2000-03-13,551.09,73.48,NORMAL,0,0,Gas_Natural,210727.43,CC2_Ciclo_1
74,2000-03-14,700.11,93.35,NORMAL,0,0,Gas_Natural,274362.48,CC2_Ciclo_1
75,2000-03-15,524.55,69.94,NORMAL,0,0,Gas_Natural,189494.31,CC2_Ciclo_1
76,2000-03-16,538.22,71.76,NORMAL,0,0,Gas_Natural,280094.61,CC2_Ciclo_1
77,2000-03-17,490.53,65.4,NORMAL,0,0,Gas_Natural,292847.1,CC2_Ciclo_1
78,2000-03-18,513.25,68.43,NORMAL,0,0,Gas_Natural,230203.56,CC2_Ciclo_1
79,2000-03-19,696.87,92.92,NORMAL,0,0,Gas_Natural,347022.4,CC2_Ciclo_1
80,2000-03-20,488.21,65.09,NORMAL,0,0,Gas_Natural,277718.66,CC2_Ciclo_1
81,2000-03-21,676.11,90.15,NORMAL,0,0,Gas_Natural,339745.41,CC2_Ciclo_1
82,2000-03-22,636.55,84.87,NORMAL,0,0,Gas_Natural,270978.49,CC2_Ciclo_1
83,2000-03-23,689.58,91.94,NORMAL,0,0,Gas_Natural,275331.85,CC2_Ciclo_1
84,2000-03-24,656.39,87.52,NORMAL,0,0,Gas_Natural,294802.46,CC2_Ciclo_1
85,2000-03-25,611.4,81.52,NORMAL,0,0,Gas_Natural,337751.87,CC2_Ciclo_1
86,2000-03-26,515.12,68.68,NORMAL,0,0,Gas_Natural,277601.99,CC2_Ciclo_1
87,2000-03-27,495.66,66.09,NORMAL,0,0,Gas_Natural,288300.6,CC2_Ciclo_1
88,2000-03-28,477.56,63.67,NORMAL,0,0,Gas_Natural,228697.87,CC2_Ciclo_1
89,2000-03-29,599.26,79.9,NORMAL,0,0,Gas_Natural,266975.82,CC2_Ciclo_1
90,2000-03-30,636.25,84.83,NORMAL,0,0,Gas_Natural,277080.2,CC2_Ciclo_1
91,2000-03-31,556.76,74.23,NORMAL,0,0,Gas_Natural,239130.59,CC2_Ciclo_1
92,2000-04-01,538.55,71.81,NORMAL,0,0,Gas_Natural,212581.11,CC2_Ciclo_1
93,2000-04-02,721.96,96.26,NORMAL,0,0,Gas_Natural,261152.41,CC2_Ciclo_1
94,2000-04-03,674.34,89.91,NORMAL,0,0,Gas_Natural,309110.65,CC2_Ciclo_1
95,2000-04-04,547.22,72.96,NORMAL,0,0,Gas_Natural,259947.93,CC2_Ciclo_1
96,2000-04-05,632.44,84.33,NORMAL,0,0,Gas_Natural,292146.54,CC2_Ciclo_1
97,2000-04-06,583.65,77.82,NORMAL,0,0,Gas_Natural,289428.41,CC2_Ciclo_1
98,2000-04-07,549.41,73.25,FALLA,1,0,Gas_Natural,211181.51,CC2_Ciclo_1
99,2000-04-08,619.3,82.57,NORMAL,0,0,Gas_Natural,365250.09,CC2_Ciclo_1
100,2000-04-09,594.28,79.24,NORMAL,0,0,Gas_Natural,233357.41,CC2_Ciclo_1
101,2000-04-10,646.16,86.16,NORMAL,0,0,Gas_Natural,323277.26,CC2_Ciclo_1
102,2000-04-11,560.02,74.67,NORMAL,0,0,Gas_Natural,204446.89,CC2_Ciclo_1
103,2000-04-12,494.74,65.97,NORMAL,0,0,Gas_Natural,267998.39,CC2_Ciclo_1
104,2000-04-13,545.15,72.69,NORMAL,0,0,Gas_Natural,276511.91,CC2_Ciclo_1
105,2000-04-14,560.92,74.79,FALLA,1,0,Gas_Natural,302791.34,CC2_Ciclo_1
106,2000-04-15,616.31,82.18,NORMAL,0,0,Gas_Natural,306670.75,CC2_Ciclo_1
107,2000-04-16,688.64,91.82,NORMAL,0,0,Gas_Natural,317449.41,CC2_Ciclo_1
108,2000-04-17,533.55,71.14,NORMAL,0,0,Gas_Natural,271575.61,CC2_Ciclo_1
109,2000-04-18,578.65,77.15,NORMAL,0,0,Gas_Natural,286311.24,CC2_Ciclo_1
110,2000-04-19,602.6,80.35,NORMAL,0,0,Gas_Natural,359301.58,CC2_Ciclo_1
111,2000-04-20,628.76,83.83,NORMAL,0,0,Gas_Natural,281108.79,CC2_Ciclo_1
112,2000-04-21,523.89,69.85,NORMAL,0,0,Gas_Natural,290394.58,CC2_Ciclo_1
113,2000-04-22,642.17,85.62,NORMAL,0,0,Gas_Natural,328941.45,CC2_Ciclo_1
114,2000-04-23,551.04,73.47,NORMAL,0,0,Gas_Natural,235583.07,CC2_Ciclo_1
115,2000-04-24,695.86,92.78,NORMAL,0,0,Gas_Natural,354789.91,CC2_Ciclo_1
116,2000-04-25,510.72,68.1,NORMAL,0,0,Gas_Natural,219346.98,CC2_Ciclo_1
117,2000-04-26,699.34,93.24,NORMAL,0,0,Gas_Natural,414964.33,CC2_Ciclo_1
118,2000-04-27,516.98,68.93,NORMAL,0,0,Gas_Natural,261931.96,CC2_Ciclo_1
119,2000-04-28,639.79,85.31,NORMAL,0,0,Gas_Natural,365889.58,CC2_Ciclo_1
120,2000-04-29,654.13,87.22,NORMAL,0,0,Gas_Natural,239096.68,CC2_Ciclo_1
121,2000-04-30,699.32,93.24,NORMAL,0,0,Gas_Natural,369200.42,CC2_Ciclo_1
122,2000-05-01,717.92,95.72,NORMAL,0,0,Gas_Natural,298931.94,CC2_Ciclo_1
123,2000-05-02,651.86,86.92,NORMAL,0,0,Gas_Natural,279926.64,CC2_Ciclo_1
124,2000-05-03,554.78,73.97,NORMAL,0,0,Gas_Natural,207368.68,CC2_Ciclo_1
125,2000-05-04,619.54,82.6,NORMAL,0,0,Gas_Natural,306303.29,CC2_Ciclo_1
126,2000-05-05,670.62,89.42,NORMAL,0,0,Gas_Natural,317877.39,CC2_Ciclo_1
127,2000-05-06,550.47,73.4,NORMAL,0,0,Gas_Natural,274993.42,CC2_Ciclo_1
128,2000-05-07,689.15,91.89,NORMAL,0,0,Gas_Natural,328804.29,CC2_Ciclo_1
129,2000-05-08,501.34,66.85,NORMAL,0,0,Gas_Natural,222335.56,CC2_Ciclo_1
130,2000-05-09,629.91,83.99,NORMAL,0,0,Gas_Natural,290221.04,CC2_Ciclo_1
131,2000-05-10,552.82,73.71,NORMAL,0,0,Gas_Natural,249217.49,CC2_Ciclo_1
132,2000-05-11,704.21,93.89,NORMAL,0,0,Gas_Natural,268446.43,CC2_Ciclo_1
133,2000-05-12,661.94,88.26,NORMAL,0,0,Gas_Natural,283499.55,CC2_Ciclo_1
134,2000-05-13,561.65,74.89,NORMAL,0,0,Gas_Natural,322935.26,CC2_Ciclo_1
135,2000-05-14,533.24,71.1,NORMAL,0,0,Gas_Natural,286162.69,CC2_Ciclo_1
136,2000-05-15,569.1,75.88,NORMAL,0,0,Gas_Natural,261375.52,CC2_Ciclo_1
137,2000-05-16,575.04,76.67,NORMAL,0,0,Gas_Natural,340416.69,CC2_Ciclo_1
138,2000-05-17,587.07,78.28,NORMAL,0,0,Gas_Natural,236960.07,CC2_Ciclo_1
139,2000-05-18,497.78,66.37,NORMAL,0,0,Gas_Natural,272061.29,CC2_Ciclo_1
140,2000-05-19,672.39,89.65,NORMAL,0,0,Gas_Natural,392423.65,CC2_Ciclo_1
141,2000-05-20,614.41,81.92,NORMAL,0,0,Gas_Natural,244004.19,CC2_Ciclo_1
142,2000-05-21,575.39,76.72,NORMAL,0,0,Gas_Natural,293940.31,CC2_Ciclo_1
143,2000-05-22,728.77,97.17,NORMAL,0,0,Gas_Natural,265195.13,CC2_Ciclo_1
144,2000-05-23,658.87,87.85,NORMAL,0,0,Gas_Natural,254531.46,CC2_Ciclo_1
145,2000-05-24,634.11,84.55,NORMAL,0,0,Gas_Natural,350446.71,CC2_Ciclo_1
146,2000-05-25,572.75,76.37,NORMAL,0,0,Gas_Natural,269432.07,CC2_Ciclo_1
147,2000-05-26,695.92,92.79,NORMAL,0,0,Gas_Natural,371606.52,CC2_Ciclo_1
148,2000-05-27,637.52,85.0,NORMAL,0,0,Gas_Natural,370222.36,CC2_Ciclo_1
149,2000-05-28,573.8,76.51,NORMAL,0,0,Gas_Natural,250112.16,CC2_Ciclo_1
150,2000-05-29,536.93,71.59,NORMAL,0,0,Gas_Natural,218963.01,CC2_Ciclo_1
151,2000-05-30,589.6,78.61,NORMAL,0,0,Gas_Natural,319614.81,CC2_Ciclo_1
152,2000-05-31,692.76,92.37,NORMAL,0,0,Gas_Natural,328611.07,CC2_Ciclo_1
153,2000-06-01,551.68,73.56,NORMAL,0,0,Gas_Natural,257477.23,CC2_Ciclo_1
154,2000-06-02,530.14,70.69,NORMAL,0,0,Gas_Natural,249947.69,CC2_Ciclo_1
155,2000-06-03,544.72,72.63,NORMAL,0,0,Gas_Natural,243087.2,CC2_Ciclo_1
156,2000-06-04,529.89,70.65,NORMAL,0,0,Gas_Natural,262051.56,CC2_Ciclo_1
157,2000-06-05,518.75,69.17,NORMAL,0,0,Gas_Natural,197835.86,CC2_Ciclo_1
158,2000-06-06,647.04,86.27,NORMAL,0,0,Gas_Natural,316855.52,CC2_Ciclo_1
159,2000-06-07,631.9,84.25,NORMAL,0,0,Gas_Natural,250895.88,CC2_Ciclo_1
160,2000-06-08,715.48,95.4,NORMAL,0,0,Gas_Natural,423665.81,CC2_Ciclo_1
161,2000-06-09,490.19,65.36,NORMAL,0,0,Gas_Natural,275926.32,CC2_Ciclo_1
162,2000-06-10,601.84,80.25,NORMAL,0,0,Gas_Natural,243650.11,CC2_Ciclo_1
163,2000-06-11,591.98,78.93,NORMAL,0,0,Gas_Natural,266652.56,CC2_Ciclo_1
164,2000-06-12,560.63,74.75,NORMAL,0,0,Gas_Natural,323330.77,CC2_Ciclo_1
165,2000-06-13,524.62,69.95,NORMAL,0,0,Gas_Natural,255319.48,CC2_Ciclo_1
166,2000-06-14,680.74,90.77,NORMAL,0,0,Gas_Natural,335056.35,CC2_Ciclo_1
167,2000-06-15,665.35,88.71,NORMAL,0,0,Gas_Natural,258593.81,CC2_Ciclo_1
168,2000-06-16,547.15,72.95,NORMAL,0,0,Gas_Natural,253084.41,CC2_Ciclo_1
169,2000-06-17,518.48,69.13,NORMAL,0,0,Gas_Natural,214674.28,CC2_Ciclo_1
170,2000-06-18,544.56,72.61,FALLA,1,0,Gas_Natural,205589.97,CC2_Ciclo_1
171,2000-06-19,647.26,86.3,NORMAL,0,0,Gas_Natural,287711.77,CC2_Ciclo_1
172,2000-06-20,511.67,68.22,NORMAL,0,0,Gas_Natural,268898.04,CC2_Ciclo_1
173,2000-06-21,532.76,71.04,NORMAL,0,0,Gas_Natural,278318.58,CC2_Ciclo_1
174,2000-06-22,512.71,68.36,NORMAL,0,0,Gas_Natural,258875.65,CC2_Ciclo_1
175,2000-06-23,686.39,91.52,NORMAL,0,0,Gas_Natural,342721.67,CC2_Ciclo_1
176,2000-06-24,547.43,72.99,NORMAL,0,0,Gas_Natural,218914.01,CC2_Ciclo_1
177,2000-06-25,573.44,76.46,NORMAL,0,0,Gas_Natural,315386.33,CC2_Ciclo_1
178,2000-06-26,593.35,79.11,NORMAL,0,0,Gas_Natural,284401.95,CC2_Ciclo_1
179,2000-06-27,489.85,65.31,NORMAL,0,0,Gas_Natural,206358.36,CC2_Ciclo_1
180,2000-06-28,666.98,88.93,NORMAL,0,0,Gas_Natural,287646.77,CC2_Ciclo_1
181,2000-06-29,550.0,73.33,FALLA,1,0,Gas_Natural,198766.34,CC2_Ciclo_1
182,2000-06-30,522.11,69.61,NORMAL,0,0,Gas_Natural,254850.04,CC2_Ciclo_1
183,2000-07-01,585.34,78.05,NORMAL,0,0,Gas_Natural,272251.14,CC2_Ciclo_1
184,2000-07-02,517.73,69.03,NORMAL,0,1,Fuel_Oil,448067.31,CC2_Ciclo_1
185,2000-07-03,677.01,90.27,NORMAL,0,0,Gas_Natural,329656.72,CC2_Ciclo_1
186,2000-07-04,472.83,63.04,NORMAL,0,1,Fuel_Oil,340802.02,CC2_Ciclo_1
187,2000-07-05,550.63,73.42,NORMAL,0,1,Fuel_Oil,457414.14,CC2_Ciclo_1
188,2000-07-06,573.68,76.49,NORMAL,0,1,Fuel_Oil,501818.56,CC2_Ciclo_1
189,2000-07-07,580.35,77.38,NORMAL,0,0,Gas_Natural,314137.12,CC2_Ciclo_1
190,2000-07-08,622.39,82.99,NORMAL,0,0,Gas_Natural,363748.98,CC2_Ciclo_1
191,2000-07-09,657.16,87.62,NORMAL,0,0,Gas_Natural,289193.31,CC2_Ciclo_1
192,2000-07-10,701.82,93.58,NORMAL,0,0,Gas_Natural,348950.63,CC2_Ciclo_1
193,2000-07-11,704.16,93.89,NORMAL,0,0,Gas_Natural,343214.1,CC2_Ciclo_1
194,2000-07-12,657.33,87.64,NORMAL,0,0,Gas_Natural,318988.04,CC2_Ciclo_1
195,2000-07-13,554.23,73.9,NORMAL,0,0,Gas_Natural,282085.43,CC2_Ciclo_1
196,2000-07-14,503.86,67.18,NORMAL,0,1,Fuel_Oil,475078.0,CC2_Ciclo_1
197,2000-07-15,558.79,74.5,NORMAL,0,0,Gas_Natural,220181.79,CC2_Ciclo_1
198,2000-07-16,573.94,76.52,NORMAL,0,0,Gas_Natural,323423.17,CC2_Ciclo_1
199,2000-07-17,574.77,76.64,NORMAL,0,1,Fuel_Oil,548067.01,CC2_Ciclo_1
200,2000-07-18,570.05,76.01,FALLA,1,0,Gas_Natural,316499.51,CC2_Ciclo_1
201,2000-07-19,553.69,73.83,NORMAL,0,0,Gas_Natural,252593.93,CC2_Ciclo_1
202,2000-07-20,646.62,86.22,NORMAL,0,0,Gas_Natural,295183.31,CC2_Ciclo_1
203,2000-07-21,626.03,83.47,NORMAL,0,0,Gas_Natural,270872.73,CC2_Ciclo_1
204,2000-07-22,581.33,77.51,NORMAL,0,1,Fuel_Oil,530290.89,CC2_Ciclo_1
205,2000-07-23,638.05,85.07,NORMAL,0,0,Gas_Natural,287340.93,CC2_Ciclo_1
206,2000-07-24,646.13,86.15,NORMAL,0,0,Gas_Natural,299092.06,CC2_Ciclo_1
207,2000-07-25,641.07,85.48,NORMAL,0,0,Gas_Natural,313884.03,CC2_Ciclo_1
208,2000-07-26,501.35,66.85,NORMAL,0,0,Gas_Natural,236550.5,CC2_Ciclo_1
209,2000-07-27,655.1,87.35,NORMAL,0,0,Gas_Natural,264989.63,CC2_Ciclo_1
210,2000-07-28,628.11,83.75,NORMAL,0,0,Gas_Natural,337572.62,CC2_Ciclo_1
211,2000-07-29,662.45,88.33,NORMAL,0,0,Gas_Natural,264908.15,CC2_Ciclo_1
212,2000-07-30,507.14,67.62,NORMAL,0,1,Fuel_Oil,424316.37,CC2_Ciclo_1
213,2000-07-31,619.94,82.66,NORMAL,0,0,Gas_Natural,292357.52,CC2_Ciclo_1
214,2000-08-01,633.59,84.48,NORMAL,0,0,Gas_Natural,283957.91,CC2_Ciclo_1
215,2000-08-02,505.6,67.41,NORMAL,0,0,Gas_Natural,288889.49,CC2_Ciclo_1
216,2000-08-03,489.03,65.2,FALLA,1,1,Fuel_Oil,403122.08,CC2_Ciclo_1
217,2000-08-04,581.57,77.54,NORMAL,0,0,Gas_Natural,338538.51,CC2_Ciclo_1
218,2000-08-05,647.42,86.32,NORMAL,0,0,Gas_Natural,251709.19,CC2_Ciclo_1
219,2000-08-06,491.64,65.55,NORMAL,0,0,Gas_Natural,204512.06,CC2_Ciclo_1
220,2000-08-07,683.41,91.12,NORMAL,0,0,Gas_Natural,283479.74,CC2_Ciclo_1
221,2000-08-08,510.12,68.02,NORMAL,0,0,Gas_Natural,193355.89,CC2_Ciclo_1
222,2000-08-09,726.82,96.91,NORMAL,0,0,Gas_Natural,404861.92,CC2_Ciclo_1
223,2000-08-10,611.92,81.59,NORMAL,0,0,Gas_Natural,233377.03,CC2_Ciclo_1
224,2000-08-11,570.87,76.12,NORMAL,0,1,Fuel_Oil,425332.35,CC2_Ciclo_1
225,2000-08-12,539.87,71.98,NORMAL,0,0,Gas_Natural,195627.37,CC2_Ciclo_1
226,2000-08-13,654.12,87.22,NORMAL,0,0,Gas_Natural,342036.96,CC2_Ciclo_1
227,2000-08-14,512.01,68.27,NORMAL,0,1,Fuel_Oil,428537.12,CC2_Ciclo_1
228,2000-08-15,511.81,68.24,NORMAL,0,0,Gas_Natural,261894.42,CC2_Ciclo_1
229,2000-08-16,525.51,70.07,NORMAL,0,0,Gas_Natural,288056.27,CC2_Ciclo_1
230,2000-08-17,575.93,76.79,NORMAL,0,1,Fuel_Oil,479407.53,CC2_Ciclo_1
231,2000-08-18,639.0,85.2,NORMAL,0,0,Gas_Natural,352011.89,CC2_Ciclo_1
232,2000-08-19,553.61,73.81,NORMAL,0,0,Gas_Natural,217523.05,CC2_Ciclo_1
233,2000-08-20,512.24,68.3,NORMAL,0,0,Gas_Natural,244096.78,CC2_Ciclo_1
234,2000-08-21,636.07,84.81,NORMAL,0,0,Gas_Natural,243545.97,CC2_Ciclo_1
235,2000-08-22,601.31,80.17,NORMAL,0,0,Gas_Natural,291926.05,CC2_Ciclo_1
236,2000-08-23,580.87,77.45,NORMAL,0,1,Fuel_Oil,423814.87,CC2_Ciclo_1
237,2000-08-24,670.44,89.39,NORMAL,0,0,Gas_Natural,320450.85,CC2_Ciclo_1
238,2000-08-25,633.8,84.51,NORMAL,0,0,Gas_Natural,231197.46,CC2_Ciclo_1
239,2000-08-26,541.77,72.24,NORMAL,0,0,Gas_Natural,197388.88,CC2_Ciclo_1
240,2000-08-27,617.86,82.38,NORMAL,0,0,Gas_Natural,290004.32,CC2_Ciclo_1
241,2000-08-28,573.93,76.52,NORMAL,0,0,Gas_Natural,334781.77,CC2_Ciclo_1
242,2000-08-29,665.91,88.79,NORMAL,0,0,Gas_Natural,352627.56,CC2_Ciclo_1
243,2000-08-30,688.92,91.86,NORMAL,0,0,Gas_Natural,304780.61,CC2_Ciclo_1
244,2000-08-31,678.98,90.53,NORMAL,0,0,Gas_Natural,370156.91,CC2_Ciclo_1
245,2000-09-01,507.39,67.65,NORMAL,0,0,Gas_Natural,249421.55,CC2_Ciclo_1
246,2000-09-02,657.69,87.69,NORMAL,0,0,Gas_Natural,277624.43,CC2_Ciclo_1
247,2000-09-03,553.63,73.82,NORMAL,0,0,Gas_Natural,227819.14,CC2_Ciclo_1
248,2000-09-04,682.59,91.01,NORMAL,0,0,Gas_Natural,328947.84,CC2_Ciclo_1
249,2000-09-05,639.14,85.22,NORMAL,0,0,Gas_Natural,355469.73,CC2_Ciclo_1
250,2000-09-06,606.81,80.91,NORMAL,0,1,Fuel_Oil,557372.11,CC2_Ciclo_1
251,2000-09-07,575.44,76.73,NORMAL,0,1,Fuel_Oil,490309.25,CC2_Ciclo_1
252,2000-09-08,521.01,69.47,NORMAL,0,0,Gas_Natural,305658.92,CC2_Ciclo_1
253,2000-09-09,557.21,74.3,NORMAL,0,0,Gas_Natural,270469.4,CC2_Ciclo_1
254,2000-09-10,523.07,69.74,NORMAL,0,0,Gas_Natural,300795.13,CC2_Ciclo_1
255,2000-09-11,638.41,85.12,NORMAL,0,0,Gas_Natural,322155.01,CC2_Ciclo_1
256,2000-09-12,643.77,85.84,NORMAL,0,0,Gas_Natural,281561.98,CC2_Ciclo_1
257,2000-09-13,712.18,94.96,NORMAL,0,0,Gas_Natural,378934.73,CC2_Ciclo_1
258,2000-09-14,496.59,66.21,NORMAL,0,0,Gas_Natural,208383.46,CC2_Ciclo_1
259,2000-09-15,585.77,78.1,NORMAL,0,0,Gas_Natural,255292.37,CC2_Ciclo_1
260,2000-09-16,626.26,83.5,NORMAL,0,0,Gas_Natural,368579.78,CC2_Ciclo_1
261,2000-09-17,538.8,71.84,NORMAL,0,0,Gas_Natural,299936.75,CC2_Ciclo_1
262,2000-09-18,593.41,79.12,NORMAL,0,0,Gas_Natural,318535.03,CC2_Ciclo_1
263,2000-09-19,560.71,74.76,NORMAL,0,1,Fuel_Oil,526995.69,CC2_Ciclo_1
264,2000-09-20,603.36,80.45,NORMAL,0,0,Gas_Natural,223399.02,CC2_Ciclo_1
265,2000-09-21,542.9,72.39,FALLA,1,0,Gas_Natural,235261.16,CC2_Ciclo_1
