ID_Registro,Fecha,Demanda_MWh,Semana,Mes,Dia_Semana,Es_Feriado,Temperatura_Estimada_C,Ciclo_Simulacion
42,2000-08-11,5058.05,32,8,Friday,0,14.3,Ciclo_1
43,2000-08-12,4417.94,32,8,Saturday,0,6.3,Ciclo_1
44,2000-08-13,4309.99,32,8,Sunday,0,7.0,Ciclo_1
45,2000-08-14,5274.57,33,8,Monday,0,18.1,Ciclo_1
46,2000-08-15,5109.48,33,8,Tuesday,0,25.3,Ciclo_1
47,2000-08-16,5284.8,33,8,Wednesday,0,16.2,Ciclo_1
48,2000-08-17,5230.07,33,8,Thursday,0,17.9,Ciclo_1
49,2000-08-18,5032.52,33,8,Friday,0,13.2,Ciclo_1
50,2000-08-19,4301.98,33,8,Saturday,0,9.6,Ciclo_1
51,2000-08-20,4311.78,33,8,Sunday,0,19.4,Ciclo_1
52,2000-08-21,5101.39,34,8,Monday,0,11.7,Ciclo_1
53,2000-08-22,5053.53,34,8,Tuesday,0,1.3,Ciclo_1
54,2000-08-23,5245.47,34,8,Wednesday,0,11.8,Ciclo_1
55,2000-08-24,5157.71,34,8,Thursday,0,6.1,Ciclo_1
56,2000-08-25,5129.74,34,8,Friday,0,18.6,Ciclo_1
57,2000-08-26,4256.1,34,8,Saturday,0,12.2,Ciclo_1
58,2000-08-27,4280.9,34,8,Sunday,0,4.6,Ciclo_1
59,2000-08-28,5226.99,35,8,Monday,0,4.5,Ciclo_1
60,2000-08-29,5039.25,35,8,Tuesday,0,5.7,Ciclo_1
61,2000-08-30,5130.97,35,8,Wednesday,0,9.9,Ciclo_1
62,2000-08-31,3587.85,35,8,Thursday,0,12.6,Ciclo_1
63,2000-09-01,3708.66,35,9,Friday,0,23.0,Ciclo_1
64,2000-09-02,2943.14,35,9,Saturday,0,15.1,Ciclo_1
65,2000-09-03,2894.48,35,9,Sunday,0,16.1,Ciclo_1
66,2000-09-04,3419.97,36,9,Monday,0,12.2,Ciclo_1
67,2000-09-05,3691.21,36,9,Tuesday,0,19.8,Ciclo_1
68,2000-09-06,3784.11,36,9,Wednesday,0,16.2,Ciclo_1
69,2000-09-07,3544.62,36,9,Thursday,0,15.6,Ciclo_1
70,2000-09-08,3549.7,36,9,Friday,0,14.0,Ciclo_1
71,2000-09-09,2996.52,36,9,Saturday,0,18.2,Ciclo_1
72,2000-09-10,2902.81,36,9,Sunday,0,25.5,Ciclo_1
73,2000-09-11,3815.59,37,9,Monday,0,25.0,Ciclo_1
74,2000-09-12,3654.97,37,9,Tuesday,0,22.6,Ciclo_1
75,2000-09-13,3810.77,37,9,Wednesday,0,22.6,Ciclo_1
76,2000-09-14,3517.78,37,9,Thursday,0,20.4,Ciclo_1
77,2000-09-15,3663.15,37,9,Friday,0,12.0,Ciclo_1
78,2000-09-16,2929.81,37,9,Saturday,0,24.6,Ciclo_1
79,2000-09-17,2745.18,37,9,Sunday,0,10.5,Ciclo_1
80,2000-09-18,3566.83,38,9,Monday,0,20.1,Ciclo_1
81,2000-09-19,3425.08,38,9,Tuesday,0,17.2,Ciclo_1
82,2000-09-20,3726.45,38,9,Wednesday,0,18.4,Ciclo_1
83,2000-09-21,3700.69,38,9,Thursday,0,14.4,Ciclo_1
84,2000-09-22,3490.81,38,9,Friday,1,23.1,Ciclo_1
85,2000-09-23,3008.31,38,9,Saturday,0,10.9,Ciclo_1
86,2000-09-24,2867.9,38,9,Sunday,0,27.4,Ciclo_1
87,2000-09-25,3477.05,39,9,Monday,0,23.6,Ciclo_1
88,2000-09-26,3530.62,39,9,Tuesday,0,18.0,Ciclo_1
89,2000-09-27,3623.35,39,9,Wednesday,0,5.4,Ciclo_1
90,2000-09-28,3412.47,39,9,Thursday,0,18.5,Ciclo_1
91,2000-09-29,3501.08,39,9,Friday,0,24.0,Ciclo_1
92,2000-09-30,2771.27,39,9,Saturday,0,21.4,Ciclo_1
93,2000-10-01,2798.85,39,10,Sunday,0,15.9,Ciclo_1
94,2000-10-02,3460.27,40,10,Monday,0,29.4,Ciclo_1
95,2000-10-03,3427.26,40,10,Tuesday,0,17.3,Ciclo_1
96,2000-10-04,3380.78,40,10,Wednesday,0,27.6,Ciclo_1
97,2000-10-05,3636.15,40,10,Thursday,0,18.8,Ciclo_1
98,2000-10-06,3764.92,40,10,Friday,0,18.9,Ciclo_1
99,2000-10-07,2990.35,40,10,Saturday,0,18.8,Ciclo_1
100,2000-10-08,3031.64,40,10,Sunday,0,15.0,Ciclo_1
101,2000-10-09,3562.29,41,10,Monday,0,22.9,Ciclo_1
102,2000-10-10,3621.28,41,10,Tuesday,0,17.3,Ciclo_1
103,2000-10-11,3419.94,41,10,Wednesday,0,27.0,Ciclo_1
104,2000-10-12,3508.63,41,10,Thursday,0,23.9,Ciclo_1
105,2000-10-13,3609.09,41,10,Friday,0,10.2,Ciclo_1
106,2000-10-14,3114.27,41,10,Saturday,0,19.5,Ciclo_1
107,2000-10-15,3124.24,41,10,Sunday,0,16.9,Ciclo_1
108,2000-10-16,3672.49,42,10,Monday,0,7.4,Ciclo_1
109,2000-10-17,3527.97,42,10,Tuesday,0,10.4,Ciclo_1
110,2000-10-18,3543.03,42,10,Wednesday,0,20.8,Ciclo_1
111,2000-10-19,3515.45,42,10,Thursday,0,23.2,Ciclo_1
112,2000-10-20,3485.21,42,10,Friday,0,23.3,Ciclo_1
113,2000-10-21,3121.17,42,10,Saturday,0,24.1,Ciclo_1
114,2000-10-22,2922.7,42,10,Sunday,0,5.2,Ciclo_1
115,2000-10-23,3657.86,43,10,Monday,0,17.2,Ciclo_1
116,2000-10-24,3470.59,43,10,Tuesday,0,14.7,Ciclo_1
117,2000-10-25,3760.13,43,10,Wednesday,0,11.2,Ciclo_1
118,2000-10-26,3644.2,43,10,Thursday,0,19.3,Ciclo_1
119,2000-10-27,3545.11,43,10,Friday,0,21.9,Ciclo_1
120,2000-10-28,3159.87,43,10,Saturday,0,16.2,Ciclo_1
121,2000-10-29,2934.82,43,10,Sunday,0,21.7,Ciclo_1
122,2000-10-30,3698.19,44,10,Monday,0,17.2,Ciclo_1
123,2000-10-31,3988.36,44,10,Tuesday,0,8.7,Ciclo_1
124,2000-11-01,3931.64,44,11,Wednesday,0,15.2,Ciclo_1
125,2000-11-02,4107.15,44,11,Thursday,0,20.5,Ciclo_1
126,2000-11-03,3991.04,44,11,Friday,0,21.9,Ciclo_1
127,2000-11-04,3220.58,44,11,Saturday,0,31.3,Ciclo_1
128,2000-11-05,3480.78,44,11,Sunday,0,31.7,Ciclo_1
129,2000-11-06,4107.01,45,11,Monday,0,21.8,Ciclo_1
130,2000-11-07,4218.77,45,11,Tuesday,0,17.9,Ciclo_1
131,2000-11-08,3920.45,45,11,Wednesday,0,18.4,Ciclo_1
132,2000-11-09,4087.74,45,11,Thursday,0,17.4,Ciclo_1
133,2000-11-10,4006.36,45,11,Friday,0,12.4,Ciclo_1
134,2000-11-11,3382.73,45,11,Saturday,0,12.9,Ciclo_1
135,2000-11-12,3213.14,45,11,Sunday,0,29.3,Ciclo_1
136,2000-11-13,4166.64,46,11,Monday,0,24.2,Ciclo_1
137,2000-11-14,4058.08,46,11,Tuesday,0,18.8,Ciclo_1
138,2000-11-15,3932.25,46,11,Wednesday,0,19.8,Ciclo_1
139,2000-11-16,3843.36,46,11,Thursday,0,23.5,Ciclo_1
140,2000-11-17,4030.86,46,11,Friday,0,16.4,Ciclo_1
141,2000-11-18,3513.24,46,11,Saturday,0,25.6,Ciclo_1
142,2000-11-19,3408.02,46,11,Sunday,0,19.1,Ciclo_1
143,2000-11-20,4024.84,47,11,Monday,0,25.8,Ciclo_1
144,2000-11-21,4043.33,47,11,Tuesday,0,31.6,Ciclo_1
145,2000-11-22,4000.55,47,11,Wednesday,0,19.0,Ciclo_1
146,2000-11-23,4101.11,47,11,Thursday,0,14.4,Ciclo_1
147,2000-11-24,4135.92,47,11,Friday,0,14.2,Ciclo_1
148,2000-11-25,3401.63,47,11,Saturday,0,18.1,Ciclo_1
149,2000-11-26,3382.19,47,11,Sunday,0,27.4,Ciclo_1
150,2000-11-27,4043.41,48,11,Monday,0,14.8,Ciclo_1
151,2000-11-28,3917.39,48,11,Tuesday,0,17.6,Ciclo_1
152,2000-11-29,3797.6,48,11,Wednesday,0,28.8,Ciclo_1
153,2000-11-30,4038.21,48,11,Thursday,0,15.2,Ciclo_1
154,2000-12-01,4199.68,48,12,Friday,0,17.8,Ciclo_1
155,2000-12-02,3355.07,48,12,Saturday,0,17.0,Ciclo_1
156,2000-12-03,3082.81,48,12,Sunday,0,13.8,Ciclo_1
157,2000-12-04,3971.18,49,12,Monday,0,27.4,Ciclo_1
158,2000-12-05,4066.58,49,12,Tuesday,0,22.8,Ciclo_1
159,2000-12-06,3783.8,49,12,Wednesday,0,29.6,Ciclo_1
160,2000-12-07,4051.84,49,12,Thursday,0,21.3,Ciclo_1
161,2000-12-08,4160.89,49,12,Friday,0,29.5,Ciclo_1
162,2000-12-09,3463.55,49,12,Saturday,0,20.5,Ciclo_1
163,2000-12-10,3204.58,49,12,Sunday,0,27.9,Ciclo_1
164,2000-12-11,3861.19,50,12,Monday,0,33.7,Ciclo_1
165,2000-12-12,4028.36,50,12,Tuesday,0,15.6,Ciclo_1
166,2000-12-13,3877.18,50,12,Wednesday,0,14.3,Ciclo_1
167,2000-12-14,4041.84,50,12,Thursday,0,22.0,Ciclo_1
168,2000-12-15,3876.69,50,12,Friday,0,19.9,Ciclo_1
169,2000-12-16,3160.85,50,12,Saturday,0,25.5,Ciclo_1
170,2000-12-17,3318.45,50,12,Sunday,0,19.7,Ciclo_1
171,2000-12-18,3870.43,51,12,Monday,0,20.2,Ciclo_1
172,2000-12-19,3975.23,51,12,Tuesday,0,23.9,Ciclo_1
173,2000-12-20,4045.04,51,12,Wednesday,0,26.8,Ciclo_1
174,2000-12-21,3966.85,51,12,Thursday,0,10.8,Ciclo_1
175,2000-12-22,4143.93,51,12,Friday,0,16.4,Ciclo_1
176,2000-12-23,3192.17,51,12,Saturday,0,21.7,Ciclo_1
177,2000-12-24,3361.27,51,12,Sunday,1,18.8,Ciclo_1
178,2000-12-25,3960.36,52,12,Monday,0,19.7,Ciclo_1
179,2000-12-26,4194.98,52,12,Tuesday,0,22.0,Ciclo_1
180,2000-12-27,3908.84,52,12,Wednesday,0,16.3,Ciclo_1
181,2000-12-28,3994.89,52,12,Thursday,0,23.4,Ciclo_1
182,2000-12-29,4083.08,52,12,Friday,0,22.7,Ciclo_1
183,2000-12-30,3223.98,52,12,Saturday,0,19.5,Ciclo_1
184,2001-07-02,5240.07,27,7,Monday,0,5.1,Ciclo_1
185,2001-07-03,5096.11,27,7,Tuesday,0,15.6,Ciclo_1
186,2001-07-04,5257.03,27,7,Wednesday,0,10.8,Ciclo_1
187,2001-07-05,5102.66,27,7,Thursday,0,4.1,Ciclo_1
188,2001-07-06,5215.08,27,7,Friday,0,19.9,Ciclo_1
189,2001-07-07,4563.82,27,7,Saturday,0,14.3,Ciclo_1
190,2001-07-08,4249.89,27,7,Sunday,0,6.5,Ciclo_1
191,2001-07-09,4926.54,28,7,Monday,0,13.1,Ciclo_1
192,2001-07-10,5434.04,28,7,Tuesday,0,19.6,Ciclo_1
193,2001-07-11,5285.99,28,7,Wednesday,0,13.5,Ciclo_1
194,2001-07-12,5195.14,28,7,Thursday,0,-2.5,Ciclo_1
195,2001-07-13,5243.5,28,7,Friday,0,8.5,Ciclo_1
196,2001-07-14,4171.79,28,7,Saturday,0,10.1,Ciclo_1
197,2001-07-15,4213.16,28,7,Sunday,0,7.7,Ciclo_1
198,2001-07-16,5153.66,29,7,Monday,0,8.7,Ciclo_1
199,2001-07-17,5164.04,29,7,Tuesday,0,3.1,Ciclo_1
200,2001-07-18,5126.31,29,7,Wednesday,0,5.4,Ciclo_1
201,2001-07-19,5075.03,29,7,Thursday,0,12.9,Ciclo_1
202,2001-07-20,4959.52,29,7,Friday,0,7.1,Ciclo_1
203,2001-07-21,4324.28,29,7,Saturday,0,3.5,Ciclo_1
204,2001-07-22,4469.34,29,7,Sunday,0,19.2,Ciclo_1
205,2001-07-23,5092.66,30,7,Monday,0,7.3,Ciclo_1
206,2001-07-24,5176.23,30,7,Tuesday,0,3.3,Ciclo_1
207,2001-07-25,4911.74,30,7,Wednesday,0,9.2,Ciclo_1
208,2001-07-26,5135.91,30,7,Thursday,0,12.6,Ciclo_1
209,2001-07-27,5078.23,30,7,Friday,0,19.6,Ciclo_1
210,2001-07-28,4076.58,30,7,Saturday,0,5.2,Ciclo_1
211,2001-07-29,4314.4,30,7,Sunday,0,5.0,Ciclo_1
212,2001-07-30,5007.96,31,7,Monday,0,12.7,Ciclo_1
213,2001-07-31,5025.58,31,7,Tuesday,0,11.2,Ciclo_1
214,2001-08-01,5068.02,31,8,Wednesday,0,6.8,Ciclo_1
215,2001-08-02,4899.72,31,8,Thursday,0,12.8,Ciclo_1
216,2001-08-03,5002.34,31,8,Friday,0,11.0,Ciclo_1
217,2001-08-04,4194.55,31,8,Saturday,0,10.8,Ciclo_1
218,2001-08-05,4238.04,31,8,Sunday,0,13.2,Ciclo_1
219,2001-08-06,5064.67,32,8,Monday,0,19.5,Ciclo_1
220,2001-08-07,4930.31,32,8,Tuesday,0,10.6,Ciclo_1
221,2001-08-08,5252.35,32,8,Wednesday,0,14.9,Ciclo_1
222,2001-08-09,5035.02,32,8,Thursday,0,7.2,Ciclo_1
223,2001-08-10,5031.18,32,8,Friday,0,15.6,Ciclo_1
224,2001-08-11,4167.21,32,8,Saturday,0,13.5,Ciclo_1
225,2001-08-12,4287.72,32,8,Sunday,0,26.2,Ciclo_1
226,2001-08-13,5189.59,33,8,Monday,0,7.1,Ciclo_1
227,2001-08-14,4976.78,33,8,Tuesday,0,10.3,Ciclo_1
228,2001-08-15,5137.71,33,8,Wednesday,0,-1.3,Ciclo_1
229,2001-08-16,5066.34,33,8,Thursday,0,13.8,Ciclo_1
230,2001-08-17,5088.12,33,8,Friday,0,17.8,Ciclo_1
231,2001-08-18,4069.0,33,8,Saturday,0,16.1,Ciclo_1
232,2001-08-19,4365.67,33,8,Sunday,0,17.7,Ciclo_1
233,2001-08-20,4964.1,34,8,Monday,0,13.9,Ciclo_1
234,2001-08-21,5071.75,34,8,Tuesday,0,3.6,Ciclo_1
235,2001-08-22,5102.34,34,8,Wednesday,0,6.6,Ciclo_1
236,2001-08-23,5262.49,34,8,Thursday,0,15.1,Ciclo_1
237,2001-08-24,5013.71,34,8,Friday,0,7.7,Ciclo_1
238,2001-08-25,4210.32,34,8,Saturday,0,11.6,Ciclo_1
239,2001-08-26,4376.77,34,8,Sunday,0,16.1,Ciclo_1
240,2001-08-27,5158.17,35,8,Monday,0,10.4,Ciclo_1
241,2001-08-28,4939.2,35,8,Tuesday,0,19.8,Ciclo_1
242,2001-08-29,5098.35,35,8,Wednesday,0,21.3,Ciclo_1
243,2001-08-30,5175.53,35,8,Thursday,0,24.2,Ciclo_1
244,2001-08-31,5224.76,35,8,Friday,0,3.4,Ciclo_1
245,2001-09-01,2890.27,35,9,Saturday,0,17.0,Ciclo_1
246,2001-09-02,2859.15,35,9,Sunday,0,15.7,Ciclo_1
247,2001-09-03,3423.97,36,9,Monday,0,18.0,Ciclo_1
248,2001-09-04,3616.49,36,9,Tuesday,0,12.0,Ciclo_1
249,2001-09-05,3820.83,36,9,Wednesday,0,18.4,Ciclo_1
250,2001-09-06,3489.99,36,9,Thursday,0,8.2,Ciclo_1
251,2001-09-07,3595.19,36,9,Friday,0,16.4,Ciclo_1
252,2001-09-08,3057.96,36,9,Saturday,0,17.1,Ciclo_1
253,2001-09-09,2820.75,36,9,Sunday,0,28.0,Ciclo_1
254,2001-09-10,3640.27,37,9,Monday,0,16.5,Ciclo_1
255,2001-09-11,3607.76,37,9,Tuesday,0,20.8,Ciclo_1
256,2001-09-12,3416.54,37,9,Wednesday,0,18.9,Ciclo_1
257,2001-09-13,3533.99,37,9,Thursday,0,21.0,Ciclo_1
258,2001-09-14,3499.18,37,9,Friday,0,14.4,Ciclo_1
259,2001-09-15,3163.54,37,9,Saturday,0,25.4,Ciclo_1
260,2001-09-16,2568.53,37,9,Sunday,0,24.9,Ciclo_1
261,2001-09-17,3579.16,38,9,Monday,0,13.8,Ciclo_1
262,2001-09-18,3467.14,38,9,Tuesday,0,12.3,Ciclo_1
263,2001-09-19,3506.41,38,9,Wednesday,0,11.2,Ciclo_1
264,2001-09-20,3425.45,38,9,Thursday,0,11.8,Ciclo_1
265,2001-09-21,3626.81,38,9,Friday,0,18.3,Ciclo_1
266,2001-09-22,3030.7,38,9,Saturday,0,17.6,Ciclo_1
267,2001-09-23,2807.2,38,9,Sunday,1,21.0,Ciclo_1
268,2001-09-24,3467.44,39,9,Monday,0,21.9,Ciclo_1
269,2001-09-25,3448.09,39,9,Tuesday,0,13.9,Ciclo_1
270,2001-09-26,3544.63,39,9,Wednesday,0,22.0,Ciclo_1
271,2001-09-27,3609.12,39,9,Thursday,0,18.1,Ciclo_1
272,2001-09-28,3814.28,39,9,Friday,0,7.0,Ciclo_1
273,2001-09-29,2839.39,39,9,Saturday,0,11.5,Ciclo_1
274,2001-09-30,2751.52,39,9,Sunday,0,13.7,Ciclo_1
275,2001-10-01,3670.53,40,10,Monday,0,14.5,Ciclo_1
276,2001-10-02,3548.04,40,10,Tuesday,0,7.7,Ciclo_1
277,2001-10-03,3492.42,40,10,Wednesday,0,15.2,Ciclo_1
278,2001-10-04,3665.09,40,10,Thursday,0,8.0,Ciclo_1
279,2001-10-05,3533.4,40,10,Friday,0,24.5,Ciclo_1
280,2001-10-06,2910.59,40,10,Saturday,0,5.3,Ciclo_1
281,2001-10-07,3117.5,40,10,Sunday,0,22.4,Ciclo_1
282,2001-10-08,3692.33,41,10,Monday,0,7.5,Ciclo_1
283,2001-10-09,3769.49,41,10,Tuesday,0,13.4,Ciclo_1
284,2001-10-10,3526.87,41,10,Wednesday,0,13.8,Ciclo_1
285,2001-10-11,3701.63,41,10,Thursday,0,16.9,Ciclo_1
286,2001-10-12,3645.81,41,10,Friday,0,18.5,Ciclo_1
287,2001-10-13,2952.59,41,10,Saturday,0,12.3,Ciclo_1
288,2001-10-14,3181.46,41,10,Sunday,0,9.2,Ciclo_1
289,2001-10-15,3637.47,42,10,Monday,0,20.3,Ciclo_1
290,2001-10-16,3726.52,42,10,Tuesday,0,26.3,Ciclo_1
291,2001-10-17,3571.51,42,10,Wednesday,0,21.2,Ciclo_1
292,2001-10-18,3799.78,42,10,Thursday,0,17.6,Ciclo_1
293,2001-10-19,3460.03,42,10,Friday,0,15.7,Ciclo_1
294,2001-10-20,2807.44,42,10,Saturday,0,20.2,Ciclo_1
295,2001-10-21,3091.73,42,10,Sunday,0,17.3,Ciclo_1
296,2001-10-22,3393.48,43,10,Monday,0,24.1,Ciclo_1
297,2001-10-23,3374.84,43,10,Tuesday,0,8.7,Ciclo_1
298,2001-10-24,3566.6,43,10,Wednesday,0,19.5,Ciclo_1
299,2001-10-25,3638.67,43,10,Thursday,0,17.6,Ciclo_1
300,2001-10-26,3799.21,43,10,Friday,0,18.4,Ciclo_1
301,2001-10-27,3088.16,43,10,Saturday,0,22.7,Ciclo_1
302,2001-10-28,2808.86,43,10,Sunday,0,17.0,Ciclo_1
303,2001-10-29,3842.8,44,10,Monday,0,15.0,Ciclo_1
304,2001-10-30,3507.05,44,10,Tuesday,0,19.0,Ciclo_1
305,2001-10-31,3531.78,44,10,Wednesday,0,13.2,Ciclo_1
306,2001-11-01,3967.01,44,11,Thursday,0,30.6,Ciclo_1
307,2001-11-02,4008.61,44,11,Friday,0,14.0,Ciclo_1
308,2001-11-03,3143.59,44,11,Saturday,0,35.2,Ciclo_1
309,2001-11-04,3298.2,44,11,Sunday,0,24.6,Ciclo_1
310,2001-11-05,3932.43,45,11,Monday,0,23.9,Ciclo_1
311,2001-11-06,4200.12,45,11,Tuesday,0,18.1,Ciclo_1
312,2001-11-07,4080.03,45,11,Wednesday,0,13.6,Ciclo_1
313,2001-11-08,4267.74,45,11,Thursday,0,23.6,Ciclo_1
314,2001-11-09,3975.46,45,11,Friday,0,20.2,Ciclo_1
315,2001-11-10,3263.8,45,11,Saturday,0,19.2,Ciclo_1
316,2001-11-11,3031.3,45,11,Sunday,0,21.4,Ciclo_1
317,2001-11-12,4008.21,46,11,Monday,0,24.9,Ciclo_1
318,2001-11-13,3962.22,46,11,Tuesday,0,17.4,Ciclo_1
319,2001-11-14,4024.07,46,11,Wednesday,0,12.3,Ciclo_1
320,2001-11-15,4042.21,46,11,Thursday,0,10.8,Ciclo_1
321,2001-11-16,4159.5,46,11,Friday,0,26.1,Ciclo_1
322,2001-11-17,3213.86,46,11,Saturday,0,26.0,Ciclo_1
323,2001-11-18,3338.38,46,11,Sunday,0,15.9,Ciclo_1
324,2001-11-19,3782.25,47,11,Monday,0,23.9,Ciclo_1
325,2001-11-20,3929.69,47,11,Tuesday,0,28.6,Ciclo_1
326,2001-11-21,4026.68,47,11,Wednesday,0,17.8,Ciclo_1
327,2001-11-22,4240.74,47,11,Thursday,0,25.5,Ciclo_1
328,2001-11-23,3586.39,47,11,Friday,0,19.1,Ciclo_1
329,2001-11-24,3158.91,47,11,Saturday,0,17.2,Ciclo_1
330,2001-11-25,3307.63,47,11,Sunday,0,24.1,Ciclo_1
331,2001-11-26,4056.36,48,11,Monday,0,28.5,Ciclo_1
332,2001-11-27,4101.39,48,11,Tuesday,0,25.4,Ciclo_1
333,2001-11-28,4049.18,48,11,Wednesday,0,29.7,Ciclo_1
334,2001-11-29,3987.05,48,11,Thursday,0,20.3,Ciclo_1
335,2001-11-30,3796.33,48,11,Friday,0,28.3,Ciclo_1
336,2001-12-01,3315.77,48,12,Saturday,0,39.6,Ciclo_1
337,2001-12-02,3276.34,48,12,Sunday,0,22.5,Ciclo_1
338,2001-12-03,4090.58,49,12,Monday,0,15.4,Ciclo_1
339,2001-12-04,4068.03,49,12,Tuesday,0,22.2,Ciclo_1
340,2001-12-05,3988.56,49,12,Wednesday,0,29.0,Ciclo_1
341,2001-12-06,3916.55,49,12,Thursday,0,23.6,Ciclo_1
342,2001-12-07,4199.56,49,12,Friday,0,17.8,Ciclo_1
343,2001-12-08,3289.37,49,12,Saturday,0,36.1,Ciclo_1
344,2001-12-09,3381.93,49,12,Sunday,0,19.0,Ciclo_1
345,2001-12-10,4121.31,50,12,Monday,0,18.6,Ciclo_1
346,2001-12-11,3837.21,50,12,Tuesday,0,30.2,Ciclo_1
347,2001-12-12,3892.63,50,12,Wednesday,0,36.7,Ciclo_1
348,2001-12-13,3966.28,50,12,Thursday,0,34.8,Ciclo_1
349,2001-12-14,3860.76,50,12,Friday,0,28.2,Ciclo_1
350,2001-12-15,3384.97,50,12,Saturday,0,27.0,Ciclo_1
351,2001-12-16,3441.16,50,12,Sunday,0,19.0,Ciclo_1
352,2001-12-17,3867.94,51,12,Monday,0,21.7,Ciclo_1
353,2001-12-18,4051.76,51,12,Tuesday,0,19.2,Ciclo_1
354,2001-12-19,4058.31,51,12,Wednesday,0,24.0,Ciclo_1
355,2001-12-20,3915.8,51,12,Thursday,0,24.4,Ciclo_1
356,2001-12-21,3992.93,51,12,Friday,0,17.8,Ciclo_1
357,2001-12-22,3419.49,51,12,Saturday,0,17.3,Ciclo_1
358,2001-12-23,3270.2,51,12,Sunday,0,22.4,Ciclo_1
359,2001-12-24,4189.92,52,12,Monday,0,23.2,Ciclo_1
360,2001-12-25,4088.39,52,12,Tuesday,1,20.2,Ciclo_1
361,2001-12-26,4015.58,52,12,Wednesday,0,21.7,Ciclo_1
362,2001-12-27,4060.2,52,12,Thursday,0,20.2,Ciclo_1
363,2001-12-28,4185.8,52,12,Friday,0,19.8,Ciclo_1
364,2001-12-29,3120.13,52,12,Saturday,0,38.5,Ciclo_1
365,2001-12-30,3285.72,52,12,Sunday,0,29.9,Ciclo_1
366,2001-12-31,4193.57,1,12,Monday,0,27.7,Ciclo_1
367,2002-07-02,5128.24,27,7,Tuesday,0,13.7,Ciclo_1
368,2002-07-03,4999.06,27,7,Wednesday,0,23.9,Ciclo_1
369,2002-07-04,5049.78,27,7,Thursday,0,10.5,Ciclo_1
370,2002-07-05,5163.88,27,7,Friday,0,11.4,Ciclo_1
371,2002-07-06,4177.18,27,7,Saturday,0,20.4,Ciclo_1
372,2002-07-07,4370.03,27,7,Sunday,0,13.9,Ciclo_1
373,2002-07-08,5104.05,28,7,Monday,0,18.4,Ciclo_1
374,2002-07-09,5096.26,28,7,Tuesday,0,21.4,Ciclo_1
