ID_Registro,Fecha,Generacion_MW,Eficiencia_Pct,Estado_Operacional,Es_Falla,Ola_Calor,Tipo_Combustible,Costo_Combustible_USD,Ciclo_Simulacion
28,2000-01-28,642.58,75.6,NORMAL,0,1,Gas_Natural,274300.5,CC1_Ciclo_1
29,2000-01-29,604.95,71.17,NORMAL,0,1,Gas_Natural,252926.27,CC1_Ciclo_1
30,2000-01-30,776.15,91.31,NORMAL,0,0,Gas_Natural,415065.78,CC1_Ciclo_1
31,2000-01-31,732.28,86.15,NORMAL,0,0,Gas_Natural,410422.41,CC1_Ciclo_1
32,2000-02-01,589.39,69.34,NORMAL,0,1,Gas_Natural,295766.1,CC1_Ciclo_1
33,2000-02-02,608.68,71.61,NORMAL,0,0,Gas_Natural,244598.5,CC1_Ciclo_1
34,2000-02-03,668.7,78.67,NORMAL,0,0,Gas_Natural,262802.43,CC1_Ciclo_1
35,2000-02-04,616.66,72.55,NORMAL,0,0,Gas_Natural,319671.86,CC1_Ciclo_1
36,2000-02-05,735.48,86.53,NORMAL,0,0,Gas_Natural,307463.25,CC1_Ciclo_1
37,2000-02-06,786.94,92.58,NORMAL,0,0,Gas_Natural,349250.62,CC1_Ciclo_1
38,2000-02-07,826.37,97.22,NORMAL,0,0,Gas_Natural,452166.71,CC1_Ciclo_1
39,2000-02-08,618.42,72.76,NORMAL,0,0,Gas_Natural,223996.1,CC1_Ciclo_1
40,2000-02-09,705.39,82.99,NORMAL,0,1,Gas_Natural,281164.72,CC1_Ciclo_1
41,2000-02-10,770.69,90.67,NORMAL,0,0,Gas_Natural,321330.72,CC1_Ciclo_1
42,2000-02-11,758.35,89.22,NORMAL,0,0,Gas_Natural,427566.65,CC1_Ciclo_1
43,2000-02-12,651.29,76.62,NORMAL,0,1,Gas_Natural,272601.82,CC1_Ciclo_1
44,2000-02-13,676.98,79.64,NORMAL,0,0,Gas_Natural,346257.45,CC1_Ciclo_1
45,2000-02-14,693.53,81.59,NORMAL,0,0,Gas_Natural,369921.76,CC1_Ciclo_1
46,2000-02-15,600.27,70.62,NORMAL,0,0,Gas_Natural,241612.31,CC1_Ciclo_1
47,2000-02-16,820.17,96.49,NORMAL,0,0,Gas_Natural,485540.09,CC1_Ciclo_1
48,2000-02-17,809.12,95.19,NORMAL,0,0,Gas_Natural,366065.48,CC1_Ciclo_1
49,2000-02-18,681.08,80.13,NORMAL,0,0,Gas_Natural,358960.79,CC1_Ciclo_1
50,2000-02-19,619.52,72.88,NORMAL,0,0,Gas_Natural,370230.28,CC1_Ciclo_1
51,2000-02-20,731.45,86.05,NORMAL,0,0,Gas_Natural,386641.23,CC1_Ciclo_1
52,2000-02-21,680.87,80.1,NORMAL,0,0,Gas_Natural,377491.66,CC1_Ciclo_1
53,2000-02-22,833.91,98.11,NORMAL,0,0,Gas_Natural,430291.16,CC1_Ciclo_1
54,2000-02-23,784.51,92.3,NORMAL,0,0,Gas_Natural,346061.37,CC1_Ciclo_1
55,2000-02-24,616.77,72.56,NORMAL,0,0,Gas_Natural,302363.61,CC1_Ciclo_1
56,2000-02-25,668.75,78.68,NORMAL,0,1,Gas_Natural,246743.98,CC1_Ciclo_1
57,2000-02-26,649.67,76.43,NORMAL,0,1,Gas_Natural,267533.44,CC1_Ciclo_1
58,2000-02-27,568.02,66.83,NORMAL,0,1,Gas_Natural,276922.04,CC1_Ciclo_1
59,2000-02-28,746.94,87.87,NORMAL,0,0,Gas_Natural,326791.4,CC1_Ciclo_1
60,2000-02-29,666.09,78.36,NORMAL,0,0,Gas_Natural,252334.25,CC1_Ciclo_1
61,2000-03-01,812.53,95.59,NORMAL,0,0,Gas_Natural,326305.66,CC1_Ciclo_1
62,2000-03-02,679.48,79.94,NORMAL,0,0,Gas_Natural,361144.26,CC1_Ciclo_1
63,2000-03-03,667.28,78.5,NORMAL,0,0,Gas_Natural,338188.05,CC1_Ciclo_1
64,2000-03-04,678.73,79.85,NORMAL,0,0,Gas_Natural,367792.42,CC1_Ciclo_1
65,2000-03-05,483.68,56.9,FALLA,1,1,Gas_Natural,229167.13,CC1_Ciclo_1
66,2000-03-06,723.62,85.13,NORMAL,0,0,Gas_Natural,290584.6,CC1_Ciclo_1
67,2000-03-07,683.24,80.38,NORMAL,0,0,Gas_Natural,307396.03,CC1_Ciclo_1
68,2000-03-08,716.71,84.32,NORMAL,0,0,Gas_Natural,371316.48,CC1_Ciclo_1
69,2000-03-09,612.84,72.1,NORMAL,0,0,Gas_Natural,358914.37,CC1_Ciclo_1
70,2000-03-10,681.6,80.19,NORMAL,0,0,Gas_Natural,320341.07,CC1_Ciclo_1
71,2000-03-11,823.28,96.86,NORMAL,0,0,Gas_Natural,310448.09,CC1_Ciclo_1
72,2000-03-12,723.05,85.07,NORMAL,0,1,Gas_Natural,401636.24,CC1_Ciclo_1
73,2000-03-13,636.62,74.9,NORMAL,0,0,Gas_Natural,341492.34,CC1_Ciclo_1
74,2000-03-14,666.73,78.44,NORMAL,0,0,Gas_Natural,360134.58,CC1_Ciclo_1
75,2000-03-15,849.91,99.99,NORMAL,0,0,Gas_Natural,375482.04,CC1_Ciclo_1
76,2000-03-16,790.43,92.99,NORMAL,0,0,Gas_Natural,426996.72,CC1_Ciclo_1
77,2000-03-17,639.13,75.19,NORMAL,0,0,Gas_Natural,279177.7,CC1_Ciclo_1
78,2000-03-18,632.93,74.46,NORMAL,0,1,Gas_Natural,365387.91,CC1_Ciclo_1
79,2000-03-19,672.45,79.11,NORMAL,0,0,Gas_Natural,344053.76,CC1_Ciclo_1
80,2000-03-20,673.71,79.26,NORMAL,0,0,Gas_Natural,351276.17,CC1_Ciclo_1
81,2000-03-21,783.21,92.14,NORMAL,0,0,Gas_Natural,292775.73,CC1_Ciclo_1
82,2000-03-22,686.63,80.78,NORMAL,0,0,Gas_Natural,305012.48,CC1_Ciclo_1
83,2000-03-23,616.7,72.55,NORMAL,0,0,Gas_Natural,234459.99,CC1_Ciclo_1
84,2000-03-24,615.97,72.47,NORMAL,0,0,Gas_Natural,326156.5,CC1_Ciclo_1
85,2000-03-25,593.47,69.82,NORMAL,0,0,Gas_Natural,329418.58,CC1_Ciclo_1
86,2000-03-26,808.56,95.12,NORMAL,0,0,Gas_Natural,364094.76,CC1_Ciclo_1
87,2000-03-27,792.83,93.27,NORMAL,0,0,Gas_Natural,306575.77,CC1_Ciclo_1
88,2000-03-28,595.3,70.04,NORMAL,0,0,Gas_Natural,222353.32,CC1_Ciclo_1
89,2000-03-29,630.76,74.21,NORMAL,0,0,Gas_Natural,372730.44,CC1_Ciclo_1
90,2000-03-30,685.99,80.7,NORMAL,0,0,Gas_Natural,283768.91,CC1_Ciclo_1
91,2000-03-31,598.94,70.46,NORMAL,0,0,Gas_Natural,358351.26,CC1_Ciclo_1
92,2000-04-01,741.57,87.24,NORMAL,0,0,Gas_Natural,439478.49,CC1_Ciclo_1
93,2000-04-02,738.32,86.86,NORMAL,0,0,Gas_Natural,376995.33,CC1_Ciclo_1
94,2000-04-03,837.38,98.51,NORMAL,0,0,Gas_Natural,310588.4,CC1_Ciclo_1
95,2000-04-04,819.53,96.42,NORMAL,0,0,Gas_Natural,417004.96,CC1_Ciclo_1
96,2000-04-05,654.42,76.99,NORMAL,0,0,Gas_Natural,308418.85,CC1_Ciclo_1
97,2000-04-06,705.22,82.97,NORMAL,0,0,Gas_Natural,391616.04,CC1_Ciclo_1
98,2000-04-07,639.14,75.19,NORMAL,0,0,Gas_Natural,369820.79,CC1_Ciclo_1
99,2000-04-08,832.18,97.9,NORMAL,0,0,Gas_Natural,383118.48,CC1_Ciclo_1
100,2000-04-09,823.27,96.86,NORMAL,0,0,Gas_Natural,305312.87,CC1_Ciclo_1
101,2000-04-10,689.03,81.06,NORMAL,0,0,Gas_Natural,311037.85,CC1_Ciclo_1
102,2000-04-11,778.96,91.64,NORMAL,0,0,Gas_Natural,437153.8,CC1_Ciclo_1
103,2000-04-12,692.1,81.42,NORMAL,0,0,Gas_Natural,392788.49,CC1_Ciclo_1
104,2000-04-13,832.1,97.89,NORMAL,0,0,Gas_Natural,498588.68,CC1_Ciclo_1
105,2000-04-14,773.32,90.98,NORMAL,0,0,Gas_Natural,302368.2,CC1_Ciclo_1
106,2000-04-15,715.28,84.15,NORMAL,0,0,Gas_Natural,296752.39,CC1_Ciclo_1
107,2000-04-16,729.7,85.85,NORMAL,0,0,Gas_Natural,380301.25,CC1_Ciclo_1
108,2000-04-17,774.25,91.09,NORMAL,0,0,Gas_Natural,375388.63,CC1_Ciclo_1
109,2000-04-18,741.75,87.27,NORMAL,0,0,Gas_Natural,338859.17,CC1_Ciclo_1
110,2000-04-19,604.34,71.1,NORMAL,0,0,Gas_Natural,327089.58,CC1_Ciclo_1
111,2000-04-20,756.07,88.95,NORMAL,0,0,Gas_Natural,274823.06,CC1_Ciclo_1
112,2000-04-21,730.27,85.91,NORMAL,0,0,Gas_Natural,331641.86,CC1_Ciclo_1
113,2000-04-22,813.19,95.67,NORMAL,0,0,Gas_Natural,445691.49,CC1_Ciclo_1
114,2000-04-23,710.49,83.59,NORMAL,0,0,Gas_Natural,402826.66,CC1_Ciclo_1
115,2000-04-24,629.78,74.09,NORMAL,0,0,Gas_Natural,265754.86,CC1_Ciclo_1
116,2000-04-25,840.19,98.85,NORMAL,0,0,Gas_Natural,401804.5,CC1_Ciclo_1
117,2000-04-26,743.91,87.52,NORMAL,0,0,Gas_Natural,290815.91,CC1_Ciclo_1
118,2000-04-27,630.02,74.12,NORMAL,0,0,Gas_Natural,247799.83,CC1_Ciclo_1
119,2000-04-28,649.5,76.41,NORMAL,0,0,Gas_Natural,307700.18,CC1_Ciclo_1
120,2000-04-29,631.65,74.31,NORMAL,0,0,Gas_Natural,256544.95,CC1_Ciclo_1
121,2000-04-30,622.97,73.29,NORMAL,0,0,Gas_Natural,237532.91,CC1_Ciclo_1
122,2000-05-01,696.28,81.92,NORMAL,0,0,Gas_Natural,285140.64,CC1_Ciclo_1
123,2000-05-02,713.28,83.92,NORMAL,0,0,Gas_Natural,393631.87,CC1_Ciclo_1
124,2000-05-03,615.09,72.36,NORMAL,0,0,Gas_Natural,350391.85,CC1_Ciclo_1
125,2000-05-04,622.31,73.21,NORMAL,0,0,Gas_Natural,335785.79,CC1_Ciclo_1
126,2000-05-05,635.52,74.77,NORMAL,0,0,Gas_Natural,285293.24,CC1_Ciclo_1
127,2000-05-06,732.75,86.21,NORMAL,0,0,Gas_Natural,395238.5,CC1_Ciclo_1
128,2000-05-07,622.2,73.2,NORMAL,0,0,Gas_Natural,330514.03,CC1_Ciclo_1
129,2000-05-08,702.2,82.61,NORMAL,0,0,Gas_Natural,328191.27,CC1_Ciclo_1
130,2000-05-09,653.9,76.93,NORMAL,0,0,Gas_Natural,277658.05,CC1_Ciclo_1
131,2000-05-10,583.86,68.69,NORMAL,0,0,Gas_Natural,256079.75,CC1_Ciclo_1
132,2000-05-11,797.13,93.78,NORMAL,0,0,Gas_Natural,400527.63,CC1_Ciclo_1
133,2000-05-12,769.71,90.55,NORMAL,0,0,Gas_Natural,376317.04,CC1_Ciclo_1
134,2000-05-13,772.37,90.87,NORMAL,0,0,Gas_Natural,358067.17,CC1_Ciclo_1
135,2000-05-14,683.47,80.41,NORMAL,0,0,Gas_Natural,339677.87,CC1_Ciclo_1
136,2000-05-15,810.15,95.31,NORMAL,0,0,Gas_Natural,409436.36,CC1_Ciclo_1
137,2000-05-16,612.35,72.04,NORMAL,0,0,Gas_Natural,244061.41,CC1_Ciclo_1
138,2000-05-17,653.46,76.88,NORMAL,0,0,Gas_Natural,262436.96,CC1_Ciclo_1
139,2000-05-18,576.55,67.83,NORMAL,0,0,Gas_Natural,343494.22,CC1_Ciclo_1
140,2000-05-19,699.96,82.35,NORMAL,0,0,Gas_Natural,414846.89,CC1_Ciclo_1
141,2000-05-20,778.6,91.6,NORMAL,0,0,Gas_Natural,405242.97,CC1_Ciclo_1
142,2000-05-21,719.52,84.65,NORMAL,0,0,Gas_Natural,357736.45,CC1_Ciclo_1
143,2000-05-22,769.67,90.55,NORMAL,0,0,Gas_Natural,355668.6,CC1_Ciclo_1
144,2000-05-23,637.66,75.02,NORMAL,0,0,Gas_Natural,247133.14,CC1_Ciclo_1
145,2000-05-24,646.61,76.07,NORMAL,0,0,Gas_Natural,307444.55,CC1_Ciclo_1
146,2000-05-25,611.35,71.92,NORMAL,0,0,Gas_Natural,269473.99,CC1_Ciclo_1
147,2000-05-26,601.05,70.71,NORMAL,0,0,Gas_Natural,314688.07,CC1_Ciclo_1
148,2000-05-27,748.17,88.02,NORMAL,0,0,Gas_Natural,354015.8,CC1_Ciclo_1
149,2000-05-28,680.58,80.07,NORMAL,0,0,Gas_Natural,274609.89,CC1_Ciclo_1
150,2000-05-29,772.73,90.91,NORMAL,0,0,Gas_Natural,384720.64,CC1_Ciclo_1
151,2000-05-30,619.35,72.86,NORMAL,0,0,Gas_Natural,247291.71,CC1_Ciclo_1
152,2000-05-31,797.69,93.85,NORMAL,0,0,Gas_Natural,414519.41,CC1_Ciclo_1
153,2000-06-01,676.35,79.57,NORMAL,0,0,Gas_Natural,376038.91,CC1_Ciclo_1
154,2000-06-02,698.93,82.23,NORMAL,0,0,Gas_Natural,329224.79,CC1_Ciclo_1
155,2000-06-03,749.23,88.14,NORMAL,0,0,Gas_Natural,431478.4,CC1_Ciclo_1
156,2000-06-04,724.61,85.25,NORMAL,0,0,Gas_Natural,418498.81,CC1_Ciclo_1
157,2000-06-05,625.3,73.56,NORMAL,0,0,Gas_Natural,275367.8,CC1_Ciclo_1
158,2000-06-06,792.51,93.24,NORMAL,0,0,Gas_Natural,403243.97,CC1_Ciclo_1
159,2000-06-07,800.44,94.17,NORMAL,0,0,Gas_Natural,348040.0,CC1_Ciclo_1
160,2000-06-08,778.12,91.54,NORMAL,0,0,Gas_Natural,286384.06,CC1_Ciclo_1
161,2000-06-09,771.25,90.74,NORMAL,0,0,Gas_Natural,429665.99,CC1_Ciclo_1
162,2000-06-10,808.89,95.16,NORMAL,0,0,Gas_Natural,315951.3,CC1_Ciclo_1
163,2000-06-11,778.35,91.57,NORMAL,0,0,Gas_Natural,415123.1,CC1_Ciclo_1
164,2000-06-12,739.3,86.98,NORMAL,0,0,Gas_Natural,389278.48,CC1_Ciclo_1
165,2000-06-13,639.05,75.18,NORMAL,0,0,Gas_Natural,369390.26,CC1_Ciclo_1
166,2000-06-14,682.71,80.32,NORMAL,0,0,Gas_Natural,321474.93,CC1_Ciclo_1
167,2000-06-15,634.21,74.61,NORMAL,0,0,Gas_Natural,321383.06,CC1_Ciclo_1
168,2000-06-16,558.15,65.67,FALLA,1,0,Gas_Natural,317762.26,CC1_Ciclo_1
169,2000-06-17,736.72,86.67,NORMAL,0,0,Gas_Natural,390266.37,CC1_Ciclo_1
170,2000-06-18,735.51,86.53,NORMAL,0,0,Gas_Natural,371884.87,CC1_Ciclo_1
171,2000-06-19,755.43,88.87,NORMAL,0,0,Gas_Natural,450509.46,CC1_Ciclo_1
172,2000-06-20,622.78,73.27,NORMAL,0,0,Gas_Natural,361838.15,CC1_Ciclo_1
173,2000-06-21,693.1,81.54,NORMAL,0,0,Gas_Natural,258623.96,CC1_Ciclo_1
174,2000-06-22,809.02,95.18,NORMAL,0,0,Gas_Natural,292147.43,CC1_Ciclo_1
175,2000-06-23,702.11,82.6,NORMAL,0,0,Gas_Natural,311121.87,CC1_Ciclo_1
176,2000-06-24,771.63,90.78,NORMAL,0,0,Gas_Natural,361531.27,CC1_Ciclo_1
177,2000-06-25,698.99,82.23,NORMAL,0,0,Gas_Natural,335243.52,CC1_Ciclo_1
178,2000-06-26,808.64,95.13,NORMAL,0,0,Gas_Natural,361442.59,CC1_Ciclo_1
179,2000-06-27,741.45,87.23,NORMAL,0,0,Gas_Natural,282108.12,CC1_Ciclo_1
180,2000-06-28,697.92,82.11,NORMAL,0,0,Gas_Natural,350980.94,CC1_Ciclo_1
181,2000-06-29,776.46,91.35,NORMAL,0,0,Gas_Natural,317754.22,CC1_Ciclo_1
182,2000-06-30,601.53,70.77,NORMAL,0,0,Gas_Natural,284703.4,CC1_Ciclo_1
183,2000-07-01,606.81,71.39,NORMAL,0,0,Gas_Natural,294822.8,CC1_Ciclo_1
184,2000-07-02,712.94,83.88,NORMAL,0,0,Gas_Natural,352416.74,CC1_Ciclo_1
185,2000-07-03,617.19,72.61,NORMAL,0,0,Gas_Natural,317579.27,CC1_Ciclo_1
186,2000-07-04,589.37,69.34,NORMAL,0,0,Gas_Natural,234262.67,CC1_Ciclo_1
187,2000-07-05,762.65,89.72,NORMAL,0,0,Gas_Natural,278161.37,CC1_Ciclo_1
188,2000-07-06,768.44,90.41,NORMAL,0,0,Gas_Natural,309568.32,CC1_Ciclo_1
189,2000-07-07,648.08,76.25,NORMAL,0,0,Gas_Natural,345651.02,CC1_Ciclo_1
190,2000-07-08,786.97,92.58,NORMAL,0,0,Gas_Natural,358326.37,CC1_Ciclo_1
191,2000-07-09,652.68,76.79,NORMAL,0,0,Gas_Natural,237002.47,CC1_Ciclo_1
192,2000-07-10,639.83,75.27,NORMAL,0,0,Gas_Natural,234414.43,CC1_Ciclo_1
193,2000-07-11,747.62,87.96,NORMAL,0,0,Gas_Natural,415818.51,CC1_Ciclo_1
194,2000-07-12,653.97,76.94,NORMAL,0,0,Gas_Natural,295022.65,CC1_Ciclo_1
195,2000-07-13,639.59,75.25,NORMAL,0,0,Gas_Natural,314993.86,CC1_Ciclo_1
196,2000-07-14,691.4,81.34,NORMAL,0,0,Gas_Natural,406289.35,CC1_Ciclo_1
197,2000-07-15,627.78,73.86,NORMAL,0,0,Gas_Natural,360781.87,CC1_Ciclo_1
198,2000-07-16,712.75,83.85,NORMAL,0,0,Gas_Natural,260433.72,CC1_Ciclo_1
199,2000-07-17,703.69,82.79,NORMAL,0,0,Gas_Natural,276862.12,CC1_Ciclo_1
200,2000-07-18,840.44,98.87,NORMAL,0,0,Gas_Natural,408591.44,CC1_Ciclo_1
201,2000-07-19,662.75,77.97,NORMAL,0,0,Gas_Natural,282179.87,CC1_Ciclo_1
202,2000-07-20,735.36,86.51,NORMAL,0,0,Gas_Natural,411169.12,CC1_Ciclo_1
203,2000-07-21,601.46,70.76,NORMAL,0,0,Gas_Natural,303209.17,CC1_Ciclo_1
204,2000-07-22,651.48,76.64,NORMAL,0,0,Gas_Natural,377505.13,CC1_Ciclo_1
205,2000-07-23,676.81,79.63,NORMAL,0,0,Gas_Natural,270663.62,CC1_Ciclo_1
206,2000-07-24,615.1,72.36,NORMAL,0,0,Gas_Natural,310474.44,CC1_Ciclo_1
207,2000-07-25,673.8,79.27,NORMAL,0,0,Gas_Natural,358848.41,CC1_Ciclo_1
208,2000-07-26,709.53,83.47,NORMAL,0,0,Gas_Natural,336495.63,CC1_Ciclo_1
209,2000-07-27,805.09,94.72,NORMAL,0,0,Gas_Natural,295857.7,CC1_Ciclo_1
210,2000-07-28,747.13,87.9,NORMAL,0,0,Gas_Natural,278189.21,CC1_Ciclo_1
211,2000-07-29,754.29,88.74,NORMAL,0,0,Gas_Natural,290840.95,CC1_Ciclo_1
212,2000-07-30,757.76,89.15,NORMAL,0,0,Gas_Natural,362905.45,CC1_Ciclo_1
213,2000-07-31,709.11,83.42,NORMAL,0,0,Gas_Natural,391326.65,CC1_Ciclo_1
214,2000-08-01,651.33,76.63,NORMAL,0,0,Gas_Natural,326744.96,CC1_Ciclo_1
215,2000-08-02,615.68,72.43,NORMAL,0,0,Gas_Natural,249000.65,CC1_Ciclo_1
216,2000-08-03,812.07,95.54,NORMAL,0,0,Gas_Natural,435054.12,CC1_Ciclo_1
217,2000-08-04,764.3,89.92,NORMAL,0,0,Gas_Natural,320944.8,CC1_Ciclo_1
218,2000-08-05,654.54,77.0,NORMAL,0,0,Gas_Natural,390784.11,CC1_Ciclo_1
219,2000-08-06,610.83,71.86,NORMAL,0,0,Gas_Natural,246370.14,CC1_Ciclo_1
220,2000-08-07,816.0,96.0,NORMAL,0,0,Gas_Natural,300408.54,CC1_Ciclo_1
221,2000-08-08,665.18,78.26,NORMAL,0,0,Gas_Natural,377081.63,CC1_Ciclo_1
222,2000-08-09,681.17,80.14,NORMAL,0,0,Gas_Natural,380732.08,CC1_Ciclo_1
223,2000-08-10,730.39,85.93,NORMAL,0,0,Gas_Natural,276431.62,CC1_Ciclo_1
224,2000-08-11,671.25,78.97,NORMAL,0,0,Gas_Natural,358411.35,CC1_Ciclo_1
225,2000-08-12,691.74,81.38,NORMAL,0,0,Gas_Natural,301946.57,CC1_Ciclo_1
226,2000-08-13,808.81,95.15,NORMAL,0,0,Gas_Natural,410720.03,CC1_Ciclo_1
227,2000-08-14,602.04,70.83,NORMAL,0,0,Gas_Natural,352420.88,CC1_Ciclo_1
228,2000-08-15,848.49,99.82,NORMAL,0,0,Gas_Natural,376874.75,CC1_Ciclo_1
229,2000-08-16,725.14,85.31,NORMAL,0,0,Gas_Natural,413101.3,CC1_Ciclo_1
230,2000-08-17,772.41,90.87,NORMAL,0,0,Gas_Natural,355510.92,CC1_Ciclo_1
231,2000-08-18,764.24,89.91,NORMAL,0,0,Gas_Natural,340171.14,CC1_Ciclo_1
232,2000-08-19,661.29,77.8,NORMAL,0,0,Gas_Natural,275142.09,CC1_Ciclo_1
233,2000-08-20,598.73,70.44,NORMAL,0,0,Gas_Natural,270770.38,CC1_Ciclo_1
234,2000-08-21,650.46,76.52,NORMAL,0,0,Gas_Natural,382463.04,CC1_Ciclo_1
235,2000-08-22,631.04,74.24,NORMAL,0,0,Gas_Natural,370256.42,CC1_Ciclo_1
236,2000-08-23,737.78,86.8,NORMAL,0,0,Gas_Natural,295177.86,CC1_Ciclo_1
237,2000-08-24,652.63,76.78,NORMAL,0,0,Gas_Natural,330139.69,CC1_Ciclo_1
238,2000-08-25,657.29,77.33,NORMAL,0,0,Gas_Natural,264470.09,CC1_Ciclo_1
239,2000-08-26,629.81,74.1,NORMAL,0,0,Gas_Natural,235475.34,CC1_Ciclo_1
240,2000-08-27,823.18,96.84,NORMAL,0,0,Gas_Natural,479632.35,CC1_Ciclo_1
241,2000-08-28,657.69,77.38,NORMAL,0,0,Gas_Natural,346634.63,CC1_Ciclo_1
242,2000-08-29,780.61,91.84,NORMAL,0,0,Gas_Natural,323066.53,CC1_Ciclo_1
243,2000-08-30,746.01,87.77,NORMAL,0,0,Gas_Natural,284944.57,CC1_Ciclo_1
244,2000-08-31,685.15,80.61,NORMAL,0,0,Gas_Natural,267951.3,CC1_Ciclo_1
245,2000-09-01,826.73,97.26,NORMAL,0,0,Gas_Natural,427634.34,CC1_Ciclo_1
246,2000-09-02,620.72,73.03,NORMAL,0,0,Gas_Natural,284307.48,CC1_Ciclo_1
247,2000-09-03,656.32,77.21,NORMAL,0,0,Gas_Natural,249043.05,CC1_Ciclo_1
248,2000-09-04,784.53,92.3,NORMAL,0,0,Gas_Natural,296766.76,CC1_Ciclo_1
249,2000-09-05,750.75,88.32,NORMAL,0,0,Gas_Natural,418860.38,CC1_Ciclo_1
250,2000-09-06,748.4,88.05,NORMAL,0,0,Gas_Natural,371040.9,CC1_Ciclo_1
251,2000-09-07,812.97,95.64,NORMAL,0,0,Gas_Natural,458630.7,CC1_Ciclo_1
252,2000-09-08,780.22,91.79,NORMAL,0,0,Gas_Natural,437612.82,CC1_Ciclo_1
253,2000-09-09,777.61,91.48,NORMAL,0,0,Gas_Natural,309537.86,CC1_Ciclo_1
254,2000-09-10,812.23,95.56,NORMAL,0,0,Gas_Natural,298103.91,CC1_Ciclo_1
255,2000-09-11,643.77,75.74,NORMAL,0,0,Gas_Natural,256594.84,CC1_Ciclo_1
256,2000-09-12,780.79,91.86,NORMAL,0,0,Gas_Natural,376180.45,CC1_Ciclo_1
257,2000-09-13,530.77,62.44,FALLA,1,0,Gas_Natural,316063.2,CC1_Ciclo_1
258,2000-09-14,634.49,74.65,NORMAL,0,0,Gas_Natural,324962.47,CC1_Ciclo_1
259,2000-09-15,784.6,92.31,NORMAL,0,0,Gas_Natural,384379.6,CC1_Ciclo_1
260,2000-09-16,670.34,78.86,NORMAL,0,0,Gas_Natural,343102.12,CC1_Ciclo_1
261,2000-09-17,622.03,73.18,NORMAL,0,0,Gas_Natural,234058.19,CC1_Ciclo_1
262,2000-09-18,769.67,90.55,NORMAL,0,0,Gas_Natural,289523.25,CC1_Ciclo_1
263,2000-09-19,670.12,78.84,NORMAL,0,0,Gas_Natural,381410.39,CC1_Ciclo_1
264,2000-09-20,827.51,97.35,NORMAL,0,0,Gas_Natural,446786.24,CC1_Ciclo_1
265,2000-09-21,773.5,91.0,NORMAL,0,0,Gas_Natural,421479.01,CC1_Ciclo_1
